ID,Subject,session,Optode,Chroma,Condition,theta
1,01,02,S10_D9,hbr,Control,-2.061986724726074
1,01,02,S10_D9,hbr,Noise,0.037066588580857936
1,01,02,S10_D9,hbr,Speech,-0.05779597781117985
1,01,02,S10_D10,hbo,Control,2.076971239285953
1,01,02,S10_D10,hbo,Noise,-0.308759408417257
1,01,02,S10_D10,hbo,Speech,2.240682879041788
1,01,02,S10_D10,hbr,Control,-1.7304034424830907
1,01,02,S10_D10,hbr,Noise,0.25723916302658795
1,01,02,S10_D10,hbr,Speech,-1.8667978131174285
1,01,02,S10_D11,hbo,Control,-0.15252457220300245
1,01,02,S10_D11,hbo,Noise,0.8275600605093485
1,01,02,S10_D11,hbo,Speech,1.3859019970102466
1,01,02,S10_D11,hbr,Control,0.1406798367972
1,01,02,S10_D11,hbr,Noise,-0.7632934980297252
1,01,02,S10_D11,hbr,Speech,-1.278275781667443
1,01,02,S10_D12,hbo,Control,1.554591277639217
1,01,02,S10_D12,hbo,Noise,-0.9057288146645696
1,01,02,S10_D12,hbo,Speech,-0.46706222090270877
1,01,02,S10_D12,hbr,Control,-1.6911168256786366
1,01,02,S10_D12,hbr,Noise,0.9852707010599225
1,01,02,S10_D12,hbr,Speech,0.5080800283447291
1,01,02,S11_D11,hbo,Control,0.5613944506964393
1,01,02,S11_D11,hbo,Noise,1.9552766387024745
1,01,02,S11_D11,hbo,Speech,3.030789954880669
1,01,02,S11_D11,hbr,Control,-0.4948090754173666
1,01,02,S11_D11,hbr,Noise,-1.7233669206763091
1,01,02,S11_D11,hbr,Speech,-2.6713167069932005
1,01,02,S11_D12,hbo,Control,-0.7540035113195067
1,01,02,S11_D12,hbo,Noise,1.1934282318550236
1,01,02,S11_D12,hbo,Speech,0.7554425361111807
1,01,02,S11_D12,hbr,Control,0.7175725933733587
1,01,02,S11_D12,hbr,Noise,-1.1357657868709754
1,01,02,S11_D12,hbr,Speech,-0.7189420893189439
1,01,02,S12_D1,hbo,Control,1.4879170736079603
1,01,02,S12_D1,hbo,Noise,-0.106210284866796
1,01,02,S12_D1,hbo,Speech,1.3300951779386592
1,01,02,S12_D1,hbr,Control,-1.902570030444899
1,01,02,S12_D1,hbr,Noise,0.13580898324030743
1,01,02,S12_D1,hbr,Speech,-1.7007663048379182
2,02,01,S1_D1,hbo,Control,0.8680854483209349
2,02,01,S1_D1,hbo,Noise,-0.5379452461095612
2,02,01,S1_D1,hbo,Speech,0.9232690715065144
2,02,01,S1_D1,hbr,Control,-0.5118442394422605
2,02,01,S1_D1,hbr,Noise,0.31718556726079233
2,02,01,S1_D1,hbr,Speech,-0.5443818423864593
2,02,01,S2_D1,hbo,Control,0.4066377106672536
2,02,01,S2_D1,hbo,Noise,0.1684015378121415
2,02,01,S2_D1,hbo,Speech,1.2550057131989591
2,02,01,S2_D1,hbr,Control,-0.2551776552361278
2,02,01,S2_D1,hbr,Noise,-0.10567713822347086
2,02,01,S2_D1,hbr,Speech,-0.7875546384435386
2,02,01,S3_D1,hbo,Control,0.9758178730089507
2,02,01,S3_D1,hbo,Noise,-0.012053693347824398
2,02,01,S3_D1,hbo,Speech,1.824791544032845
2,02,01,S3_D1,hbr,Control,-0.7982809206638392
2,02,01,S3_D1,hbr,Noise,0.009860685778818852
2,02,01,S3_D1,hbr,Speech,-1.4927952378023193
2,02,01,S3_D2,hbo,Control,2.738733372152927
2,02,01,S3_D2,hbo,Noise,0.2418731365137738
2,02,01,S3_D2,hbo,Speech,2.99066421694902
2,02,01,S3_D2,hbr,Control,-2.599964050352485
2,02,01,S3_D2,hbr,Noise,-0.22961762765074775
2,02,01,S3_D2,hbr,Speech,-2.8391297706466854
2,02,01,S4_D2,hbo,Control,0.5927688068447413
2,02,01,S4_D2,hbo,Noise,-0.08531062076006192
2,02,01,S4_D2,hbo,Speech,1.1860825480112644
2,02,01,S4_D2,hbr,Control,-0.5856130072114698
2,02,01,S4_D2,hbr,Noise,0.08428076611570685
2,02,01,S4_D2,hbr,Speech,-1.171764370394424
2,02,01,S4_D3,hbo,Control,0.9873842878109249
2,02,01,S4_D3,hbo,Noise,-1.1872283557831782
2,02,01,S4_D3,hbo,Speech,3.7713757837883755
2,02,01,S4_D3,hbr,Control,-1.0178044884663464
2,02,01,S4_D3,hbr,Noise,1.2238055276630164
2,02,01,S4_D3,hbr,Speech,-3.8875676348296135
2,02,01,S5_D2,hbo,Control,2.8495032004218515
2,02,01,S5_D2,hbo,Noise,1.2765621498276873
2,02,01,S5_D2,hbo,Speech,1.6233956412680552
2,02,01,S5_D2,hbr,Control,-2.8431405172151836
2,02,01,S5_D2,hbr,Noise,-1.2737117018788413
2,02,01,S5_D2,hbr,Speech,-1.619770745467656
2,02,01,S5_D3,hbo,Control,2.4189050862108736
2,02,01,S5_D3,hbo,Noise,0.5535419206699254
2,02,01,S5_D3,hbo,Speech,3.8308657299412676
2,02,01,S5_D3,hbr,Control,-2.355329284435396
2,02,01,S5_D3,hbr,Noise,-0.538993242582663
2,02,01,S5_D3,hbr,Speech,-3.7301795303612217
2,02,01,S5_D4,hbo,Control,3.6652887164443673
2,02,01,S5_D4,hbo,Noise,2.0936913582027303
2,02,01,S5_D4,hbo,Speech,1.2123856425794217
2,02,01,S5_D4,hbr,Control,-3.5057858210123345
2,02,01,S5_D4,hbr,Noise,-2.002579890700619
2,02,01,S5_D4,hbr,Speech,-1.1596260824650482
2,02,01,S5_D5,hbo,Control,1.5506920167703897
2,02,01,S5_D5,hbo,Noise,-0.029358629652667573
2,02,01,S5_D5,hbo,Speech,-1.0380535725949005
2,02,01,S5_D5,hbr,Control,-1.4808710448265245
2,02,01,S5_D5,hbr,Noise,0.028036737210427338
2,02,01,S5_D5,hbr,Speech,0.9913144983077479
2,02,01,S6_D6,hbo,Control,0.7943483849978544
2,02,01,S6_D6,hbo,Noise,-0.215271921297828
2,02,01,S6_D6,hbo,Speech,-0.2985201167444026
2,02,01,S6_D6,hbr,Control,-0.8430496772596592
2,02,01,S6_D6,hbr,Noise,0.22847018663442356
2,02,01,S6_D6,hbr,Speech,0.3168223072267501
2,02,01,S6_D8,hbo,Control,0.4638643118508286
2,02,01,S6_D8,hbo,Noise,-0.29691152825109407
2,02,01,S6_D8,hbo,Speech,-0.5105991032726098
2,02,01,S6_D8,hbr,Control,-0.45180661698367097
2,02,01,S6_D8,hbr,Noise,0.2891936061805083
2,02,01,S6_D8,hbr,Speech,0.49732658363829146
2,02,01,S7_D6,hbo,Control,1.6479849569928404
2,02,01,S7_D6,hbo,Noise,-1.0991084126771298
2,02,01,S7_D6,hbo,Speech,-1.4095809898132465
2,02,01,S7_D6,hbr,Control,-1.1250989778667835
2,02,01,S7_D6,hbr,Noise,-0.349149360346637
2,02,01,S7_D6,hbr,Speech,-0.3280563515703257
2,02,01,S7_D7,hbo,Control,0.44432693490483477
2,02,01,S7_D7,hbo,Noise,-0.17251745147207573
2,02,01,S7_D7,hbo,Speech,-0.6397772303558714
2,02,01,S7_D7,hbr,Control,-0.36673930068524024
2,02,01,S7_D7,hbr,Noise,0.142392739531812
2,02,01,S7_D7,hbr,Speech,0.5280603889236075
2,02,01,S7_D8,hbo,Control,0.7081287066993972
2,02,01,S7_D8,hbo,Noise,-0.7357950856812085
2,02,01,S7_D8,hbo,Speech,-1.82046421495976
2,02,01,S7_D8,hbr,Control,-0.6711134229745501
2,02,01,S7_D8,hbr,Noise,0.6973336257768998
2,02,01,S7_D8,hbr,Speech,1.725304961013164
2,02,01,S8_D7,hbo,Control,2.7718233000539514
2,02,01,S8_D7,hbo,Noise,2.1692674086209016
2,02,01,S8_D7,hbo,Speech,4.704160888029971
2,02,01,S8_D7,hbr,Control,-2.6551247169917778
2,02,01,S8_D7,hbr,Noise,-2.0779374768521146
2,02,01,S8_D7,hbr,Speech,-4.506107530834019
2,02,01,S8_D8,hbo,Control,1.64277693960313
2,02,01,S8_D8,hbo,Noise,0.662873224367016
2,02,01,S8_D8,hbo,Speech,1.1276034549394154
2,02,01,S8_D8,hbr,Control,-1.5270677193747957
2,02,01,S8_D8,hbr,Noise,-0.6161836574192152
2,02,01,S8_D8,hbr,Speech,-1.0481805501296164
2,02,01,S9_D8,hbo,Control,1.1524076674709565
2,02,01,S9_D8,hbo,Noise,0.4397794392132803
2,02,01,S9_D8,hbo,Speech,-1.2134548288986489
2,02,01,S9_D8,hbr,Control,-1.0573460706186457
2,02,01,S9_D8,hbr,Noise,-0.40350222852256645
2,02,01,S9_D8,hbr,Speech,1.1133574788034026
2,02,01,S10_D9,hbo,Control,1.7198248170351482
2,02,01,S10_D9,hbo,Noise,0.25652908910944106
2,02,01,S10_D9,hbo,Speech,-0.7777647983176056
2,02,01,S10_D9,hbr,Control,-1.6894413937694208
2,02,01,S10_D9,hbr,Noise,-0.2519970973524114
2,02,01,S10_D9,hbr,Speech,0.7640243540384183
2,02,01,S10_D10,hbo,Control,3.4561420297362626
2,02,01,S10_D10,hbo,Noise,3.1916135079345316
2,02,01,S10_D10,hbo,Speech,2.23214653753746
2,02,01,S10_D10,hbr,Control,-3.4463332411906964
2,02,01,S10_D10,hbr,Noise,-3.1825554710397683
2,02,01,S10_D10,hbr,Speech,-2.2258115393802402
2,02,01,S10_D11,hbo,Control,2.260128041290211
2,02,01,S10_D11,hbo,Noise,1.3000985291976057
2,02,01,S10_D11,hbo,Speech,1.141628897578549
2,02,01,S10_D11,hbr,Control,-2.276435265038781
2,02,01,S10_D11,hbr,Noise,-1.3094789701387595
2,02,01,S10_D11,hbr,Speech,-1.1498659520863383
2,02,01,S10_D12,hbo,Control,2.426260451648979
2,02,01,S10_D12,hbo,Noise,1.7049109788488797
2,02,01,S10_D12,hbo,Speech,0.7144760013041531
2,02,01,S10_D12,hbr,Control,-2.586036588572603
2,02,01,S10_D12,hbr,Noise,-1.8171842056634513
2,02,01,S10_D12,hbr,Speech,-0.7615262738070268
2,02,01,S11_D11,hbo,Control,0.5551035032374247
2,02,01,S11_D11,hbo,Noise,0.3027520478321153
2,02,01,S11_D11,hbo,Speech,2.44931582054232
2,02,01,S11_D11,hbr,Control,-0.4534815736324857
2,02,01,S11_D11,hbr,Noise,-0.2473277042401225
2,02,01,S11_D11,hbr,Speech,-2.0009234064359886
2,02,01,S11_D12,hbo,Control,-0.060801596395725764
2,02,01,S11_D12,hbo,Noise,0.05814440631995675
2,02,01,S11_D12,hbo,Speech,1.7191234039896308
2,02,01,S11_D12,hbr,Control,0.10367422131785042
2,02,01,S11_D12,hbr,Noise,-0.09914338449234378
2,02,01,S11_D12,hbr,Speech,-2.9313174459738085
2,02,01,S12_D1,hbo,Control,1.2486489502508982
2,02,01,S12_D1,hbo,Noise,0.9735292553287603
2,02,01,S12_D1,hbo,Speech,1.0369990775519085
2,02,01,S12_D1,hbr,Control,-0.8016809327956164
2,02,01,S12_D1,hbr,Noise,-0.6250434450442887
2,02,01,S12_D1,hbr,Speech,-0.6657935263814442
3,02,02,S1_D1,hbo,Control,0.5482741606580117
3,02,02,S1_D1,hbo,Noise,0.869810436091491
3,02,02,S1_D1,hbo,Speech,-0.25074404640750647
3,02,02,S1_D1,hbr,Control,-0.5224265755702224
3,02,02,S1_D1,hbr,Noise,-0.8288044925865967
3,02,02,S1_D1,hbr,Speech,0.23892308430527998
3,02,02,S2_D1,hbo,Control,0.7197797986592755
3,02,02,S2_D1,hbo,Noise,1.3694852513801288
3,02,02,S2_D1,hbo,Speech,0.7323746135062688
3,02,02,S2_D1,hbr,Control,-0.8093700854414968
3,02,02,S2_D1,hbr,Noise,-1.5399437397174043
3,02,02,S2_D1,hbr,Speech,-0.8235325645605459
3,02,02,S3_D1,hbo,Control,0.25483184603011233
3,02,02,S3_D1,hbo,Noise,1.0347946182733607
3,02,02,S3_D1,hbo,Speech,0.5317803419673358
3,02,02,S3_D1,hbr,Control,-0.27708525424119984
3,02,02,S3_D1,hbr,Noise,-1.1251589405266191
3,02,02,S3_D1,hbr,Speech,-0.5782185136981306
3,02,02,S3_D2,hbo,Control,2.34442340696113
3,02,02,S3_D2,hbo,Noise,1.277320080688028
3,02,02,S3_D2,hbo,Speech,0.07082848132333992
3,02,02,S3_D2,hbr,Control,-1.3136560877368026
3,02,02,S3_D2,hbr,Noise,-0.7157236593876379
3,02,02,S3_D2,hbr,Speech,-0.03968748366835922
3,02,02,S4_D2,hbo,Control,2.2976585284766555
3,02,02,S4_D2,hbo,Noise,0.8907709460220795
3,02,02,S4_D2,hbo,Speech,1.2267726265463528
3,02,02,S4_D2,hbr,Control,-2.566311771363321
3,02,02,S4_D2,hbr,Noise,-0.9949241525808604
3,02,02,S4_D2,hbr,Speech,-1.3702127593256677
3,02,02,S4_D3,hbo,Control,1.1472784054271847
