ID,Subject,session,Optode,Chroma,Condition,theta
0,01,01,S1_D1,hbo,Control,-0.05324099942258463
0,01,01,S1_D1,hbo,Noise,0.6840244098151912
0,01,01,S1_D1,hbo,Speech,0.9768828537909603
0,01,01,S1_D1,hbr,Control,0.028142962325535523
0,01,01,S1_D1,hbr,Noise,-0.36157234845253533
0,01,01,S1_D1,hbr,Speech,-0.5163760569650465
0,01,01,S2_D1,hbo,Control,0.4085489093699173
0,01,01,S2_D1,hbo,Noise,-1.314356283158342
0,01,01,S2_D1,hbo,Speech,-0.3989872331422708
0,01,01,S2_D1,hbr,Control,-0.28917478122614376
0,01,01,S2_D1,hbr,Noise,0.9303138055654598
0,01,01,S2_D1,hbr,Speech,0.2824069363785428
0,01,01,S3_D1,hbo,Control,-0.3521817157368431
0,01,01,S3_D1,hbo,Noise,-1.643086095507235
0,01,01,S3_D1,hbo,Speech,-1.8884470699137632
0,01,01,S3_D1,hbr,Control,0.23840029283996564
0,01,01,S3_D1,hbr,Noise,1.1122445851872749
0,01,01,S3_D1,hbr,Speech,1.2783353432712052
0,01,01,S3_D2,hbo,Control,0.6361110155046152
0,01,01,S3_D2,hbo,Noise,-0.9291820135259752
0,01,01,S3_D2,hbo,Speech,-2.437564637776783
0,01,01,S3_D2,hbr,Control,-0.42771955502633224
0,01,01,S3_D2,hbr,Noise,0.6247798067897714
0,01,01,S3_D2,hbr,Speech,1.6390127458973813
0,01,01,S4_D2,hbo,Control,0.15942995411199548
0,01,01,S4_D2,hbo,Noise,-2.7828336402349003
0,01,01,S4_D2,hbo,Speech,-1.133215728609003
0,01,01,S4_D2,hbr,Control,-0.08123330423170629
0,01,01,S4_D2,hbr,Noise,1.4179190666055106
0,01,01,S4_D2,hbr,Speech,0.5774000159191722
0,01,01,S4_D3,hbo,Control,1.1724097944023133
0,01,01,S4_D3,hbo,Noise,0.3145500740616422
0,01,01,S4_D3,hbo,Speech,2.1732758192555166
0,01,01,S4_D3,hbr,Control,-1.089454661106628
0,01,01,S4_D3,hbr,Noise,-0.29229374061362967
0,01,01,S4_D3,hbr,Speech,-2.019503319114816
0,01,01,S5_D2,hbo,Control,3.213882040755208
0,01,01,S5_D2,hbo,Noise,2.4314755428977217
0,01,01,S5_D2,hbo,Speech,-0.7558314875763381
0,01,01,S5_D2,hbr,Control,-1.8795498628783665
0,01,01,S5_D2,hbr,Noise,-1.4219811011395442
0,01,01,S5_D2,hbr,Speech,0.44202710330322903
0,01,01,S5_D3,hbo,Control,1.949832576515738
0,01,01,S5_D3,hbo,Noise,-0.2859933885826146
0,01,01,S5_D3,hbo,Speech,-0.8455817317555282
0,01,01,S5_D3,hbr,Control,-1.4304214684369625
0,01,01,S5_D3,hbr,Noise,0.20980831266583644
0,01,01,S5_D3,hbr,Speech,0.6203292923655028
0,01,01,S5_D4,hbo,Control,2.96308768081204
0,01,01,S5_D4,hbo,Noise,2.385029629161457
0,01,01,S5_D4,hbo,Speech,-2.8939990691751305
0,01,01,S5_D4,hbr,Control,-0.8663723109790268
0,01,01,S5_D4,hbr,Noise,-0.697354872402501
0,01,01,S5_D4,hbr,Speech,0.8461716059800594
0,01,01,S5_D5,hbo,Control,0.6812410128946489
0,01,01,S5_D5,hbo,Noise,-1.2377109808442315
0,01,01,S5_D5,hbo,Speech,-3.1857920507568
0,01,01,S5_D5,hbr,Control,-0.6100832079963331
0,01,01,S5_D5,hbr,Noise,1.1084281061664734
0,01,01,S5_D5,hbr,Speech,2.8530258712352143
0,01,01,S6_D6,hbo,Control,3.0510489992541268
0,01,01,S6_D6,hbo,Noise,-2.1293605620898024
0,01,01,S6_D6,hbo,Speech,-2.6528053125107713
0,01,01,S6_D6,hbr,Control,-0.5116185189216768
0,01,01,S6_D6,hbr,Noise,-1.6998750355596153
0,01,01,S6_D6,hbr,Speech,-3.3719486165109362
0,01,01,S6_D8,hbo,Control,2.3410805233204774
0,01,01,S6_D8,hbo,Noise,-3.587880463896202
0,01,01,S6_D8,hbo,Speech,-8.21422164972156
0,01,01,S6_D8,hbr,Control,0.266576716908537
0,01,01,S6_D8,hbr,Noise,-2.0004716788104275
0,01,01,S6_D8,hbr,Speech,-1.3999733636598577
0,01,01,S7_D6,hbo,Control,4.900180171348464
0,01,01,S7_D6,hbo,Noise,-2.6995013906745773
0,01,01,S7_D6,hbo,Speech,-6.585099784671681
0,01,01,S7_D6,hbr,Control,-3.7311914193294315
0,01,01,S7_D6,hbr,Noise,-1.5793601953802376
0,01,01,S7_D6,hbr,Speech,0.5622599329658171
0,01,01,S7_D7,hbo,Control,1.9226499793451013
0,01,01,S7_D7,hbo,Noise,-1.7203319736991243
0,01,01,S7_D7,hbo,Speech,-3.358072545373174
0,01,01,S7_D7,hbr,Control,-1.5556297957208358
0,01,01,S7_D7,hbr,Noise,1.39193285598931
0,01,01,S7_D7,hbr,Speech,2.717040420198573
0,01,01,S7_D8,hbo,Control,3.5968339501439757
0,01,01,S7_D8,hbo,Noise,-5.042148479708892
0,01,01,S7_D8,hbo,Speech,-9.464279085155153
0,01,01,S7_D8,hbr,Control,-1.672521515521016
0,01,01,S7_D8,hbr,Noise,0.6352678953185357
0,01,01,S7_D8,hbr,Speech,2.0729501126698104
0,01,01,S8_D7,hbo,Control,-1.5471382693706066
0,01,01,S8_D7,hbo,Noise,-1.4809305926166632
0,01,01,S8_D7,hbo,Speech,1.3137738983880551
0,01,01,S8_D7,hbr,Control,0.7782287177138398
0,01,01,S8_D7,hbr,Noise,0.7449254788223216
0,01,01,S8_D7,hbr,Speech,-0.6608436986853172
0,01,01,S8_D8,hbo,Control,0.3984779023646493
0,01,01,S8_D8,hbo,Noise,-1.504233835593312
0,01,01,S8_D8,hbo,Speech,-0.5901501448314993
0,01,01,S8_D8,hbr,Control,-0.34265304448690753
0,01,01,S8_D8,hbr,Noise,1.293497833449784
0,01,01,S8_D8,hbr,Speech,0.507472917898132
0,01,01,S9_D8,hbo,Control,1.7299326690836498
0,01,01,S9_D8,hbo,Noise,-6.237650640016909
0,01,01,S9_D8,hbo,Speech,-10.32469914074934
0,01,01,S9_D8,hbr,Control,0.4158602295654109
0,01,01,S9_D8,hbr,Noise,0.570228508273302
0,01,01,S9_D8,hbr,Speech,0.9743261393830321
0,01,01,S10_D9,hbo,Control,1.7299773263931797
0,01,01,S10_D9,hbo,Noise,-1.8745108826341799
0,01,01,S10_D9,hbo,Speech,-5.953576948876035
0,01,01,S10_D9,hbr,Control,-1.4235884430190786
0,01,01,S10_D9,hbr,Noise,1.5425242794338758
0,01,01,S10_D9,hbr,Speech,4.899164405070658
0,01,01,S10_D10,hbo,Control,2.941650628802986
0,01,01,S10_D10,hbo,Noise,-0.2222552769666355
0,01,01,S10_D10,hbo,Speech,-5.7054860847248925
0,01,01,S10_D10,hbr,Control,-1.450760565723829
0,01,01,S10_D10,hbr,Noise,0.10961165414752062
0,01,01,S10_D10,hbr,Speech,2.8138264071736554
0,01,01,S10_D11,hbo,Control,2.7518615267582005
0,01,01,S10_D11,hbo,Noise,1.4596195809797479
0,01,01,S10_D11,hbo,Speech,-2.3122090920634237
0,01,01,S10_D11,hbr,Control,-1.376154715811863
0,01,01,S10_D11,hbr,Noise,-0.7299285774828995
0,01,01,S10_D11,hbr,Speech,1.1562927186000511
0,01,01,S10_D12,hbo,Control,5.215251559584904
0,01,01,S10_D12,hbo,Noise,8.896900999470393
0,01,01,S10_D12,hbo,Speech,3.375765574098822
0,01,01,S10_D12,hbr,Control,-2.4664341387533835
0,01,01,S10_D12,hbr,Noise,-4.207586173647448
0,01,01,S10_D12,hbr,Speech,-1.5964912451986215
0,01,01,S11_D11,hbo,Control,0.1267933719268775
0,01,01,S11_D11,hbo,Noise,-0.015146910245274233
0,01,01,S11_D11,hbo,Speech,-0.4071777300518663
0,01,01,S11_D11,hbr,Control,-0.051319876386036724
0,01,01,S11_D11,hbr,Noise,0.006130742874062469
0,01,01,S11_D11,hbr,Speech,0.16480601829458763
0,01,01,S11_D12,hbo,Control,0.7974120812405726
0,01,01,S11_D12,hbo,Noise,0.634670247437339
0,01,01,S11_D12,hbo,Speech,-0.3321615584493793
0,01,01,S11_D12,hbr,Control,-0.3703295833945915
0,01,01,S11_D12,hbr,Noise,-0.29474994655310477
0,01,01,S11_D12,hbr,Speech,0.15426058176705923
0,01,01,S12_D1,hbo,Control,0.12737443145734076
0,01,01,S12_D1,hbo,Noise,-1.892312420757684
0,01,01,S12_D1,hbo,Speech,-1.1159348607134636
0,01,01,S12_D1,hbr,Control,-0.08324946774408534
0,01,01,S12_D1,hbr,Noise,1.2367788419637806
0,01,01,S12_D1,hbr,Speech,0.7293534670071444
1,01,02,S1_D1,hbo,Control,1.7316687515561435
1,01,02,S1_D1,hbo,Noise,0.5131832712981943
1,01,02,S1_D1,hbo,Speech,0.156630148462335
1,01,02,S1_D1,hbr,Control,-1.1594872564068683
1,01,02,S1_D1,hbr,Noise,-0.34361621570912804
1,01,02,S1_D1,hbr,Speech,-0.10487609766474543
1,01,02,S2_D1,hbo,Control,-1.015054315882968
1,01,02,S2_D1,hbo,Noise,0.6650165826799482
1,01,02,S2_D1,hbo,Speech,-0.8151083246825124
1,01,02,S2_D1,hbr,Control,0.3825840695828138
1,01,02,S2_D1,hbr,Noise,-0.2506513657059502
1,01,02,S2_D1,hbr,Speech,0.30722243640390606
1,01,02,S3_D1,hbo,Control,0.19823540633268324
1,01,02,S3_D1,hbo,Noise,0.24110237907360246
1,01,02,S3_D1,hbo,Speech,-2.5503642059518854
1,01,02,S3_D1,hbr,Control,-0.1690985021591009
1,01,02,S3_D1,hbr,Noise,-0.20566483012584177
1,01,02,S3_D1,hbr,Speech,2.175508276573386
1,01,02,S3_D2,hbo,Control,1.1458743700518637
1,01,02,S3_D2,hbo,Noise,-0.5562591434624017
1,01,02,S3_D2,hbo,Speech,-0.7574482026039323
1,01,02,S3_D2,hbr,Control,-0.9166197466082816
1,01,02,S3_D2,hbr,Noise,0.4449686007952004
1,01,02,S3_D2,hbr,Speech,0.6059058459508521
1,01,02,S4_D2,hbo,Control,0.35532893444206876
1,01,02,S4_D2,hbo,Noise,-0.388194903687805
1,01,02,S4_D2,hbo,Speech,-0.054516973472164665
1,01,02,S4_D2,hbr,Control,-0.32712518692440934
1,01,02,S4_D2,hbr,Noise,0.35738246487406283
1,01,02,S4_D2,hbr,Speech,0.050189763368562026
1,01,02,S4_D3,hbo,Control,0.1733680956558159
1,01,02,S4_D3,hbo,Noise,2.850711334117267
1,01,02,S4_D3,hbo,Speech,-0.8878220750521206
1,01,02,S4_D3,hbr,Control,-0.1474945182492453
1,01,02,S4_D3,hbr,Noise,-2.4252691552204513
1,01,02,S4_D3,hbr,Speech,0.7553228796539583
1,01,02,S5_D2,hbo,Control,1.76950044655386
1,01,02,S5_D2,hbo,Noise,-0.73081706093545
1,01,02,S5_D2,hbo,Speech,-0.7814318052443633
1,01,02,S5_D2,hbr,Control,-1.8586497221679763
1,01,02,S5_D2,hbr,Noise,0.7676363856865687
1,01,02,S5_D2,hbr,Speech,0.8208011535342052
1,01,02,S5_D3,hbo,Control,0.9688499058892011
1,01,02,S5_D3,hbo,Noise,0.3726096543463807
1,01,02,S5_D3,hbo,Speech,0.5644116822724758
1,01,02,S5_D3,hbr,Control,-0.9797349341229378
1,01,02,S5_D3,hbr,Noise,-0.37679592363647063
1,01,02,S5_D3,hbr,Speech,-0.5707528472554302
1,01,02,S5_D4,hbo,Control,1.2143970517401546
1,01,02,S5_D4,hbo,Noise,-0.3129051134378684
1,01,02,S5_D4,hbo,Speech,0.1876454845474943
1,01,02,S5_D4,hbr,Control,-0.927460354846781
1,01,02,S5_D4,hbr,Noise,0.23897216081561712
1,01,02,S5_D4,hbr,Speech,-0.14330876992363295
1,01,02,S5_D5,hbo,Control,1.9958485258748764
1,01,02,S5_D5,hbo,Noise,-0.8629176957377444
1,01,02,S5_D5,hbo,Speech,-1.1075235507376842
1,01,02,S5_D5,hbr,Control,-1.963333958192351
1,01,02,S5_D5,hbr,Noise,0.8488598173673796
1,01,02,S5_D5,hbr,Speech,1.0894807739519867
1,01,02,S6_D6,hbo,Control,0.04699491706319247
1,01,02,S6_D6,hbo,Noise,-0.2097045055263157
1,01,02,S6_D6,hbo,Speech,0.30887922145245256
1,01,02,S6_D6,hbr,Control,-0.056803636306147674
1,01,02,S6_D6,hbr,Noise,0.25347376286783624
1,01,02,S6_D6,hbr,Speech,-0.3733480992064144
1,01,02,S6_D8,hbo,Control,-0.1695884156614366
1,01,02,S6_D8,hbo,Noise,-0.8065729849556796
1,01,02,S6_D8,hbo,Speech,0.2862706615495896
1,01,02,S6_D8,hbr,Control,0.1489015584784649
1,01,02,S6_D8,hbr,Noise,0.7081850138059739
1,01,02,S6_D8,hbr,Speech,-0.2513505859769129
1,01,02,S7_D6,hbo,Control,2.357475412236471
1,01,02,S7_D6,hbo,Noise,-0.35197290411755966
1,01,02,S7_D6,hbo,Speech,-0.6529555311895899
1,01,02,S7_D6,hbr,Control,-0.028804824065518247
1,01,02,S7_D6,hbr,Noise,-0.09423235408371947
1,01,02,S7_D6,hbr,Speech,0.9746892316834546
1,01,02,S7_D7,hbo,Control,1.553524920653252
1,01,02,S7_D7,hbo,Noise,-0.8733782495100607
1,01,02,S7_D7,hbo,Speech,-0.43107959531562573
1,01,02,S7_D7,hbr,Control,-1.7805245225647206
1,01,02,S7_D7,hbr,Noise,1.0009954588133578
1,01,02,S7_D7,hbr,Speech,0.49406854079562257
1,01,02,S7_D8,hbo,Control,0.17912327209444184
1,01,02,S7_D8,hbo,Noise,-4.7299152422724715
1,01,02,S7_D8,hbo,Speech,-0.6354395961935323
1,01,02,S7_D8,hbr,Control,2.8404383660413126
1,01,02,S7_D8,hbr,Noise,4.715930565203895
1,01,02,S7_D8,hbr,Speech,2.5411561404653638
1,01,02,S8_D7,hbo,Control,4.682137903788035
1,01,02,S8_D7,hbo,Noise,-1.9065574766749491
1,01,02,S8_D7,hbo,Speech,-4.795303868035811
1,01,02,S8_D7,hbr,Control,-3.0367925944768395
1,01,02,S8_D7,hbr,Noise,-1.6158708726086721
1,01,02,S8_D7,hbr,Speech,4.249889783253506
1,01,02,S8_D8,hbo,Control,1.7463558953073826
1,01,02,S8_D8,hbo,Noise,-1.8195998009092238
1,01,02,S8_D8,hbo,Speech,-3.8433404225158654
1,01,02,S8_D8,hbr,Control,-1.7619072104568838
1,01,02,S8_D8,hbr,Noise,1.835803353704876
1,01,02,S8_D8,hbr,Speech,3.877565403974616
1,01,02,S9_D8,hbo,Control,5.450781561671807
1,01,02,S9_D8,hbo,Noise,-1.344167033837809
1,01,02,S9_D8,hbo,Speech,-0.8784491937808121
1,01,02,S9_D8,hbr,Control,-1.316703865543443
1,01,02,S9_D8,hbr,Noise,0.5656081366567298
1,01,02,S9_D8,hbr,Speech,-0.17487806501782643
1,01,02,S10_D9,hbo,Control,2.1743240002942015
1,01,02,S10_D9,hbo,Noise,-0.03908598061952664
1,01,02,S10_D9,hbo,Speech,0.06094470937588807
