Subject,Session,ROI,Mean_Control,Mean_Noise,Mean_Speech
10,01,Left_Auditory,4.275597423675456,2.9938073632470448,2.7349740604985153
10,01,Right_Auditory,4.321211424344923,4.667281750734211,4.299728796818262
10,01,Visual,5.496828050103692,3.5324214049031273,5.111558238940404
10,01,Front,3.7911452347244317,2.3730004796435806,2.2353648830321204
10,02,Noise_WAA,3.339685522931041,2.964658394037998,0.37347769320270013
10,02,Speech_WAA,2.00046092283799,2.5336254561137324,1.553701637738844
10,02,Left_Auditory,1.5409760436754698,0.7310838627266492,-1.6825289808021826
10,02,Right_Auditory,2.881271713232314,3.699574978490632,1.382448562789498
10,02,Visual,2.5189708050169397,1.300620266399818,1.236676912741144
10,02,Front,1.35634249960093,1.9030818793307067,1.2232617418978773
11,01,Noise_WAA,-3.0662406881459816,0.6082742974060106,2.204423755040909
11,01,Speech_WAA,-3.2109722751536247,1.4839777300584436,2.8531417457934376
11,01,Left_Auditory,-2.918758369835781,0.9061041072526571,1.1080275984788823
11,01,Right_Auditory,-3.3811129593930858,0.7986766567429678,2.5410508000798187
11,01,Visual,-4.552720354989091,2.9755580146445473,2.632700218620376
11,01,Front,0.42591181377938236,-0.2697302314721901,-0.25179084982898836
11,02,Noise_WAA,0.7596850720547803,0.3110009004733554,0.3893477949109254
11,02,Speech_WAA,0.9844351693783105,-0.22441832977201992,1.0327037259353378
11,02,Left_Auditory,-0.16019904115283817,-0.9009056575767239,-0.9054208913826718
11,02,Right_Auditory,0.6044734657703372,0.29910963238080823,0.665353747949254
11,02,Visual,1.119677807137674,2.36258959228024,1.6387017888242745
11,02,Front,0.0361240707670159,-0.1334543055538994,-0.5605731807362485
12,01,Noise_WAA,0.36767990300107106,1.0908990935990448,3.577608508510044
12,01,Speech_WAA,0.8287899989822927,1.2405880863121699,3.5228778313677465
12,01,Left_Auditory,0.48133440564106467,-0.059037781058521366,1.8867958154188753
12,01,Right_Auditory,1.1912633302914273,1.0624644908946606,4.173105165263204
12,01,Visual,4.286160173945375,2.098878028442747,7.065794133765533
12,01,Front,0.03497052871490761,-0.452286421013126,1.494180230226692
12,02,Noise_WAA,1.247335578897178,3.4998460062478314,-2.9711634480868865
12,02,Speech_WAA,0.89955102238751,2.4602980663607603,-1.758540571677507
12,02,Left_Auditory,-0.10393824042073048,3.3602815324387096,-2.8386132676087223
12,02,Right_Auditory,1.4269605367620553,3.4211814128635796,-2.335142284049237
12,02,Visual,1.1176876834750953,1.3859391370606442,-2.079161804391658
12,02,Front,0.6239085792948104,1.0121880491482604,-0.39480289788185596
13,01,Noise_WAA,-1.0679455231164412,1.4017193847979978,0.5045950450792579
13,01,Speech_WAA,-0.2778274886634673,1.510520407534998,-0.22659534203684398
13,01,Left_Auditory,-0.4499506866066253,1.365468959805823,-2.2038410522338645
13,01,Right_Auditory,-1.1690122009003865,0.6932693286868121,0.7380308734229681
13,01,Visual,-0.35952585925111846,0.04568031176600997,-0.6880004940708305
13,01,Front,0.37841042311602485,1.090655417408465,-1.9630117473060191
13,02,Noise_WAA,-2.730176423242097,0.19255414198870802,3.848002513575959
13,02,Speech_WAA,-3.551727431527387,-0.31144652313212423,4.53288632701216
13,02,Left_Auditory,-4.34203811892757,-0.44899397168332306,3.794454968318642
13,02,Right_Auditory,-3.269649820153142,0.2478751233467608,3.7746494699292854
13,02,Visual,-3.0307197892109796,-0.4074319825880835,4.9397275133848675
13,02,Front,-2.8971511626819066,-0.06988931968840745,2.574127015455872
16,01,Noise_WAA,1.3305747130392818,1.2012691505251063,2.7110035572791302
16,01,Speech_WAA,2.580113441604087,1.9728347737172736,4.901103548237199
16,01,Left_Auditory,1.5066691636810536,0.1562832153643953,1.4957411761673518
16,01,Right_Auditory,1.8328517369972066,1.9090321792838256,4.03182770372533
16,01,Visual,2.6391338367925843,0.47233150857613826,4.699875877913237
16,01,Front,2.1709681113540475,1.2046484743554693,3.724860090139157
16,02,Noise_WAA,-0.41617464053359987,1.249394109935029,1.9193503324636232
16,02,Speech_WAA,-0.14175317889207403,1.4300774153321025,2.6493083531462753
16,02,Left_Auditory,-0.4649233033429532,0.6569548565443303,0.034693024410751415
16,02,Right_Auditory,-0.625698308527998,1.4600521058422395,2.373337070553882
16,02,Visual,0.36427799803809846,0.7468021192099507,0.9717550206992124
16,02,Front,-0.3835882102852316,2.1052815978705195,4.056153596857006
17,01,Noise_WAA,-0.09768770755645503,0.5910692278705358,1.2164753254540521
17,01,Speech_WAA,0.004746344697720261,0.4899027784573839,2.4849196858226064
17,01,Left_Auditory,0.09757535959440025,1.1948709632902523,1.8557405335064743
17,01,Right_Auditory,-0.49827476491529205,0.24169994360451302,1.609069586858397
17,01,Visual,0.019290989325971685,0.3068033505710055,2.119770813902073
17,01,Front,-0.1969830219884754,0.20124920678588437,0.0256642441188192
17,02,Noise_WAA,-1.404868613610659,-1.050756763355793,3.016429829949499
17,02,Speech_WAA,-2.263303369384647,-0.8279562022673215,5.530911786804419
17,02,Left_Auditory,-1.323828096263771,-1.1255439179794657,2.74066085292039
17,02,Right_Auditory,-1.9892305125585577,-0.3546560290983476,4.1751934312013566
17,02,Visual,-1.6981006908160592,-0.6396875974358285,4.251327665585958
17,02,Front,-0.2738698417480327,-1.246564978084319,1.285044629177765
19,01,Noise_WAA,0.8909194187816014,1.497037170980894,2.9546487316032546
19,01,Speech_WAA,0.6870039184269693,1.6319577484115373,3.086788166693778
19,01,Left_Auditory,0.6248990629777602,1.2166143120712627,0.8113515745263224
19,01,Right_Auditory,0.6843570090044666,1.9403410382976565,3.0458089226585687
19,01,Visual,0.08349785564713094,-0.6919193252538788,1.4441470566106689
19,01,Front,0.8808512133928822,0.8353925141797117,0.9845082549158175
19,02,Noise_WAA,1.497335449660524,2.991218661320846,1.3713544164218852
19,02,Speech_WAA,1.8579490088602377,2.5131178855147587,1.8149147210092125
19,02,Left_Auditory,1.938436640451989,2.222984479657518,1.8967019185502685
19,02,Right_Auditory,1.6614910767639544,2.4294921347832896,1.2851757026583301
19,02,Visual,0.8117284447179183,1.278007684803141,0.9382071703261682
19,02,Front,1.2469606708300618,0.9043789052553823,0.7856541473658798
21,01,Noise_WAA,0.5622885457987652,-0.0324067291952965,2.524949473358352
21,01,Speech_WAA,1.4433261690241599,-0.4986832361406345,2.1894034184423665
21,01,Left_Auditory,-1.2479892017633527,0.14429076300208807,1.3529851197356435
21,01,Right_Auditory,1.8034497871209056,-0.14079828054036822,2.354494070844999
21,01,Visual,1.4595187378045082,-0.5628168983079624,1.1132440464767146
21,01,Front,0.8479950848852736,-0.8387320659672145,0.04924274182423081
21,02,Noise_WAA,0.7276605064729191,1.3669168598516066,3.2423541044705964
21,02,Speech_WAA,1.1516215931989129,0.6021248378056335,2.8900480628950613
21,02,Left_Auditory,0.9443033002993519,-0.28178129012740394,0.5899077065074764
21,02,Right_Auditory,1.0838990315914134,1.3278605139980346,3.3324827240965744
21,02,Visual,0.7791694455914948,-1.0815191890725286,1.0896925153061923
21,02,Front,-0.8451600221553258,1.1339711843606324,-0.28490773638021694
24,01,Noise_WAA,1.4898021253022633,4.379589193009062,5.729621999547238
24,01,Speech_WAA,1.4260394710235438,3.2158449772852236,5.2857455266844555
24,01,Left_Auditory,1.622079431676188,2.177346573164824,2.6601625769289994
24,01,Right_Auditory,1.6249385657635051,4.461369276900204,6.688512081850931
24,01,Visual,0.4283657073588067,2.369396520126196,4.314299948113019
24,01,Front,1.5739426849464009,1.6582964040569412,3.037512785518155
24,02,Noise_WAA,-3.003405173523226,3.299866586122198,6.825128369198467
24,02,Speech_WAA,-2.9445471454614762,2.6620346593922104,6.8352782386624025
24,02,Left_Auditory,-2.184221910689586,2.5207858673480157,4.591932382299835
24,02,Right_Auditory,-3.276860985520579,3.0085976010765227,7.264458052358705
24,02,Visual,-2.0622171627487718,1.6669920339529782,3.2170495957899
24,02,Front,-1.654355862780821,1.831049500327031,3.347360458736786
