Subject,Session,ROI,Comparison,t_stat,p_value,Effect
03,02,Noise_WAA,Control vs Noise,-2.0055820957169743,0.02603143895837103,4.914995291932004
03,02,Noise_WAA,Control vs Speech,-1.505513315845675,0.07023767104810869,3.810281518791066
03,02,Speech_WAA,Control vs Noise,-2.152718020816867,0.018877366576659494,6.147120801427242
03,02,Speech_WAA,Control vs Speech,-1.8947228922809873,0.03287888899032933,5.417700059932678
03,02,Left_Auditory,Control vs Noise,-1.7079424500844211,0.04791075262757364,5.336937769914426
03,02,Left_Auditory,Control vs Speech,-1.1598157536858202,0.12667993167126115,3.5561299774769295
03,02,Right_Auditory,Control vs Noise,-1.9551390040252172,0.028977035132214453,4.807746441206076
03,02,Right_Auditory,Control vs Speech,-1.5393343558008217,0.06601210437275447,3.8289900349133257
03,02,Visual,Control vs Noise,-2.257483789662079,0.014905207737047487,7.583373883235334
03,02,Visual,Control vs Speech,-1.9713914210876984,0.0280030431674836,6.571571944061548
03,02,Front,Control vs Noise,-1.5657737781438612,0.0628970912342989,4.90740957536786
03,02,Front,Control vs Speech,-1.5374943440793891,0.06639169958640781,4.639587875043777
04,01,Noise_WAA,Control vs Noise,-1.7449535981102355,0.04479101790122336,3.4398381929676276
04,01,Noise_WAA,Control vs Speech,-1.745019444480995,0.04469867772271766,3.1230343765381425
04,01,Speech_WAA,Control vs Noise,-1.5960331032401587,0.05960309139354495,2.921217134487937
04,01,Speech_WAA,Control vs Speech,-1.9380408753687073,0.030151228910683087,3.1576888954453364
04,01,Left_Auditory,Control vs Noise,-1.7229112265592115,0.04677864761321811,3.6937323578635954
04,01,Left_Auditory,Control vs Speech,-1.8913519480609284,0.033212950956178405,3.46618517398274
04,01,Right_Auditory,Control vs Noise,-1.8302901177395108,0.03757946977863622,3.1226726723958533
04,01,Right_Auditory,Control vs Speech,-2.0109534244010403,0.02586154004242918,3.3431551898909246
04,01,Visual,Control vs Noise,-1.0639472979375686,0.14718034227972562,2.7207557023586535
04,01,Visual,Control vs Speech,-1.8721660237912796,0.03460897438251566,3.973875060934109
04,01,Front,Control vs Noise,-1.1972891437115873,0.11933361563295888,2.7749344635337905
04,01,Front,Control vs Speech,-0.8741261060040385,0.19416483372681914,1.808900969440474
04,02,Noise_WAA,Control vs Noise,-0.7652077927982098,0.224718291725248,0.9935674922256817
04,02,Noise_WAA,Control vs Speech,-1.0318374292783048,0.1552035336911572,1.3905974985494087
04,02,Speech_WAA,Control vs Noise,-1.461220260574829,0.07613263647382447,1.6146375745078427
04,02,Speech_WAA,Control vs Speech,-2.018659916699313,0.02562107794841384,2.2440866800691777
04,02,Left_Auditory,Control vs Noise,-1.810607972699796,0.039124062607290636,2.4823871083973867
04,02,Left_Auditory,Control vs Speech,-1.751230277884216,0.04451359357304342,2.872326623729525
04,02,Right_Auditory,Control vs Noise,-0.21822046704157,0.41425857991278764,0.31628526104733773
04,02,Right_Auditory,Control vs Speech,-1.2838860530891611,0.10398666067471901,1.7782849290963092
04,02,Visual,Control vs Noise,-1.0624359336274267,0.14737188258368064,2.6334151642665535
04,02,Visual,Control vs Speech,-0.34043603370120196,0.3677698056411246,0.7724637726290046
04,02,Front,Control vs Noise,-1.34530168102932,0.09345219845147636,2.3168636479804743
04,02,Front,Control vs Speech,-0.9554623835951852,0.17316107530646857,1.559452632269128
05,01,Noise_WAA,Control vs Noise,0.2197024267758241,0.5863441507848096,-0.23637621612493964
05,01,Noise_WAA,Control vs Speech,-2.4324444503245943,0.010060211226523072,3.098532307109761
05,01,Speech_WAA,Control vs Noise,1.1883141612196542,0.8788524745672662,-1.8985557220766904
05,01,Speech_WAA,Control vs Speech,-1.5591110342902066,0.06379191083595773,2.876611795739265
05,01,Left_Auditory,Control vs Noise,1.456126784197371,0.9230275650704901,-2.830564077343582
05,01,Left_Auditory,Control vs Speech,-0.8267124056037833,0.20689251406315673,1.706206786520933
05,01,Right_Auditory,Control vs Noise,0.521991370226277,0.6975728654067772,-0.540435333224023
05,01,Right_Auditory,Control vs Speech,-1.985185936574142,0.027368725447366016,2.5247527048722533
05,01,Visual,Control vs Noise,1.7943536403722917,0.9594291466512657,-3.7841504311339973
05,01,Visual,Control vs Speech,-0.08132010754139742,0.4678084974051897,0.1797293247273497
05,01,Front,Control vs Noise,0.07637910789792046,0.5302236106298763,-0.135503100774644
05,01,Front,Control vs Speech,-2.512323368388438,0.00818573553179057,4.06051630774709
05,02,Noise_WAA,Control vs Noise,-2.1221117840208827,0.020389334810048752,5.677823982033026
05,02,Noise_WAA,Control vs Speech,-0.4554811698286989,0.32578880541233635,1.2062032218455598
05,02,Speech_WAA,Control vs Noise,-1.5299566632192758,0.06739932214799622,4.632113728051067
05,02,Speech_WAA,Control vs Speech,0.47377411432887934,0.6806937073955037,-1.4113933498345363
05,02,Left_Auditory,Control vs Noise,-2.1288615615029776,0.020097688530430962,9.23808416587099
05,02,Left_Auditory,Control vs Speech,-0.06196977060068109,0.475473785873675,0.24234909818893025
05,02,Right_Auditory,Control vs Noise,-1.9494542479496726,0.029532892029396497,5.667070376586654
05,02,Right_Auditory,Control vs Speech,-0.19911447968315135,0.42166288883422287,0.5720279798456052
05,02,Visual,Control vs Noise,-0.9841752629525161,0.16602596385138235,2.5416351698434814
05,02,Visual,Control vs Speech,0.7275075803248573,0.7640736588309596,-1.7219150740044842
05,02,Front,Control vs Noise,-1.3458532505879528,0.09338328758289938,6.987113035267621
05,02,Front,Control vs Speech,0.11243899076856335,0.5444411199290589,-0.5719791495744575
07,01,Noise_WAA,Control vs Noise,-1.303179952491613,0.10050614449322055,1.6128626793355247
07,01,Noise_WAA,Control vs Speech,-0.43023799732288487,0.3348061429202983,0.5570725383784094
07,01,Speech_WAA,Control vs Noise,-0.6293001915525044,0.26660872675737973,0.7954131190358813
07,01,Speech_WAA,Control vs Speech,-0.3839497127548175,0.3516613649756961,0.4956322929839865
07,01,Left_Auditory,Control vs Noise,-0.5146371466444184,0.30493973080288383,0.6527940150493494
07,01,Left_Auditory,Control vs Speech,0.3830581099197914,0.6480331828741084,-0.5043437083603651
07,01,Right_Auditory,Control vs Noise,-0.9348252121672566,0.17803981459924467,0.9858888695714696
07,01,Right_Auditory,Control vs Speech,-0.02101368374593818,0.49167813454391723,0.021330423940880472
07,01,Visual,Control vs Noise,0.6027788506862759,0.7247072336701743,-0.6410390457455227
07,01,Visual,Control vs Speech,0.12707648014763087,0.5502033800773656,-0.14315885680945917
07,01,Front,Control vs Noise,-0.04567914617943231,0.4819058475834582,0.045400259951899447
07,01,Front,Control vs Speech,0.8963198786545006,0.8119800922832139,-0.8947681612754064
07,02,Noise_WAA,Control vs Noise,0.41575844748683777,0.659815846719257,-0.5195568596963518
07,02,Noise_WAA,Control vs Speech,1.812441861762916,0.9610866336739771,-2.6931026252216634
07,02,Speech_WAA,Control vs Noise,0.4290893902590976,0.6646342044188477,-0.5675938720942447
07,02,Speech_WAA,Control vs Speech,2.3534218363230774,0.9880289923505289,-3.5379712199785702
07,02,Left_Auditory,Control vs Noise,0.7728389197576091,0.7774721422018221,-1.1530480357263775
07,02,Left_Auditory,Control vs Speech,1.5198520923829397,0.9314244789106679,-2.4258453546290215
07,02,Right_Auditory,Control vs Noise,0.12022841813195534,0.5474927639060122,-0.13829915514640118
07,02,Right_Auditory,Control vs Speech,2.2899512782133673,0.9861456982939055,-2.9418976890692865
07,02,Visual,Control vs Noise,0.9118549429492513,0.8158338097317492,-1.08596653903809
07,02,Visual,Control vs Speech,1.7266924441228133,0.9537875587169113,-2.526168227218042
07,02,Front,Control vs Noise,1.0997771089311643,0.8600604394848622,-1.062477709563378
07,02,Front,Control vs Speech,2.004900620205994,0.9739129353600543,-2.2692377120090264
08,01,Noise_WAA,Control vs Noise,-0.09171136169496365,0.46372461882842475,0.087315788544027
08,01,Noise_WAA,Control vs Speech,0.8212519804009126,0.7914734575950172,-0.7349349140972169
08,01,Speech_WAA,Control vs Noise,-0.5841044213498243,0.2813473645682224,0.6049188276795427
08,01,Speech_WAA,Control vs Speech,0.41723506943502,0.6604813344984888,-0.3967515384917102
08,01,Left_Auditory,Control vs Noise,-0.35236438424513833,0.36334324885035074,0.3243355573545956
08,01,Left_Auditory,Control vs Speech,0.437487857816651,0.6675207119382278,-0.4734822434201038
08,01,Right_Auditory,Control vs Noise,-0.5463566665936284,0.29414925621155674,0.706822987911853
08,01,Right_Auditory,Control vs Speech,1.3420764375904957,0.9057584290121251,-1.3255380330297382
08,01,Visual,Control vs Noise,-0.7982937433620731,0.21489869336464906,0.9764649592972795
08,01,Visual,Control vs Speech,-0.6415468213608871,0.2629553841544512,0.6435673978807931
08,01,Front,Control vs Noise,-0.9101146580630495,0.18441384342892597,0.9427639691017187
08,01,Front,Control vs Speech,-0.01201730276453682,0.4952409757992157,0.011968032057283806
08,02,Noise_WAA,Control vs Noise,-1.3975678814890504,0.08517733714685068,1.7955254385551116
08,02,Noise_WAA,Control vs Speech,-0.4804213979043446,0.31685691586209197,0.6616751758204432
08,02,Speech_WAA,Control vs Noise,-1.0625676844913783,0.14740010916124838,1.3324028520981412
08,02,Speech_WAA,Control vs Speech,-0.160392701223086,0.4367191689557798,0.17538270489923147
08,02,Left_Auditory,Control vs Noise,-0.10743038854428097,0.45750726183391055,0.09398199768455348
08,02,Left_Auditory,Control vs Speech,-1.093764145799447,0.14047185335073747,0.9317058531569481
08,02,Right_Auditory,Control vs Noise,-1.7388641842413604,0.04514542169418616,2.148284616746297
08,02,Right_Auditory,Control vs Speech,-0.21695510609193006,0.41470244039205395,0.28091699676694737
08,02,Visual,Control vs Noise,-0.8309833458913766,0.20565921531216774,0.8556817166945265
08,02,Visual,Control vs Speech,0.07561776803363703,0.5299265115215308,-0.06325908019035548
08,02,Front,Control vs Noise,-0.9021892284222622,0.1864195049982138,1.515830136805035
08,02,Front,Control vs Speech,-0.9281781045006495,0.17958685998531337,1.4036659520394748
10,01,Noise_WAA,Control vs Noise,-0.3074119932462162,0.3803304007622369,0.8229589161380888
10,01,Noise_WAA,Control vs Speech,0.004994264439186294,0.5019747953520829,-0.014419189625113127
10,01,Speech_WAA,Control vs Noise,0.26484238472065974,0.6034967894837774,-0.6361737601518054
10,01,Speech_WAA,Control vs Speech,0.14337532449005538,0.5564797596560652,-0.36868818118985347
10,01,Left_Auditory,Control vs Noise,0.48939205988994006,0.6858579746848695,-1.2817900604284111
10,01,Left_Auditory,Control vs Speech,0.5555327881028834,0.7084852541138386,-1.5406233631769406
10,01,Right_Auditory,Control vs Noise,-0.14972918773349994,0.44098111531708883,0.34607032638928814
10,01,Right_Auditory,Control vs Speech,0.008767799281605062,0.5034679121102075,-0.021482627526660636
10,01,Visual,Control vs Noise,0.5781271414712807,0.7164112136550496,-1.9644066452005644
10,01,Visual,Control vs Speech,0.10578443951040055,0.5417779680811311,-0.38526981116328773
10,01,Front,Control vs Noise,0.8022227230226533,0.7858052171648129,-1.418144755080851
10,01,Front,Control vs Speech,0.824989879630245,0.7920652415168621,-1.5557803516923112
10,02,Noise_WAA,Control vs Noise,0.09980740615602238,0.5394518822505571,-0.3750271288930431
10,02,Noise_WAA,Control vs Speech,0.8956153571391525,0.8116648910843368,-2.966207829728341
10,02,Speech_WAA,Control vs Noise,-0.16624354269594993,0.4344942725978236,0.5331645332757424
10,02,Speech_WAA,Control vs Speech,0.1515493171226677,0.5597711253274609,-0.446759285099146
10,02,Left_Auditory,Control vs Noise,0.26073311144702677,0.6020786239812692,-0.8098921809488207
10,02,Left_Auditory,Control vs Speech,1.1953268542071196,0.8800007952277643,-3.223505024477652
10,02,Right_Auditory,Control vs Noise,-0.22938631439794258,0.40999691928862037,0.8183032652583182
10,02,Right_Auditory,Control vs Speech,0.4629102061622849,0.6767931357126674,-1.498823150442816
10,02,Visual,Control vs Noise,0.4659089406844544,0.6779014165979229,-1.2183505386171216
10,02,Visual,Control vs Speech,0.5528469072667744,0.7080579731297938,-1.2822938922757956
10,02,Front,Control vs Noise,-0.23197192602849886,0.40893956927286274,0.5467393797297768
10,02,Front,Control vs Speech,0.06052910800767094,0.5239604754970812,-0.1330807577030526
11,01,Noise_WAA,Control vs Noise,-1.413483470196128,0.08317449473234477,3.6745149855519923
11,01,Noise_WAA,Control vs Speech,-1.783331804833,0.042081976841261096,5.270664443186891
11,01,Speech_WAA,Control vs Noise,-1.6353375894274083,0.055319727691458834,4.6949500052120685
11,01,Speech_WAA,Control vs Speech,-1.903635338936644,0.03279193831937463,6.064114020947063
11,01,Left_Auditory,Control vs Noise,-1.5991633544689636,0.059292761569771674,3.824862477088438
11,01,Left_Auditory,Control vs Speech,-1.4481678681045222,0.07869406191696098,4.026785968314663
11,01,Right_Auditory,Control vs Noise,-1.5785895247157717,0.06182893593493307,4.179789616136054
11,01,Right_Auditory,Control vs Speech,-2.0785472297567638,0.022863891959686317,5.922163759472904
11,01,Visual,Control vs Noise,-2.028850074839118,0.024862041817347913,7.528278369633639
11,01,Visual,Control vs Speech,-1.7310796939983106,0.046230714642812004,7.185420573609467
11,01,Front,Control vs Noise,0.66067002866229,0.7432883206508113,-0.6956420452515725
11,01,Front,Control vs Speech,0.6344236141917232,0.7348782564307252,-0.6777026636083707
11,02,Noise_WAA,Control vs Noise,0.2745670994011123,0.6073558645542204,-0.44868417158142493
11,02,Noise_WAA,Control vs Speech,0.27660399265028096,0.6081880578589545,-0.3703372771438549
11,02,Speech_WAA,Control vs Noise,0.6158584356192109,0.7291011824599545,-1.2088534991503304
11,02,Speech_WAA,Control vs Speech,-0.03172989829168786,0.4874373894459627,0.04826855655702722
11,02,Left_Auditory,Control vs Noise,0.5849680627717699,0.7188781711807435,-0.7407066164238858
11,02,Left_Auditory,Control vs Speech,0.6921104210239389,0.7534054289795664,-0.7452218502298336
11,02,Right_Auditory,Control vs Noise,0.17284496267370794,0.5681249457593167,-0.305363833389529
11,02,Right_Auditory,Control vs Speech,-0.04274640101841525,0.4830684025192534,0.06088028217891672
11,02,Visual,Control vs Noise,-0.3202511719227826,0.37527369372423564,1.2429117851425657
11,02,Visual,Control vs Speech,-0.12502774379860115,0.4505909587700311,0.5190239816866005
11,02,Front,Control vs Noise,0.17931349188590454,0.5706725375201586,-0.1695783763209153
11,02,Front,Control vs Speech,0.707246094456755,0.7580572694128278,-0.5966972515032645
12,01,Noise_WAA,Control vs Noise,-0.292674835884688,0.3857769829175332,0.7232191905979737
12,01,Noise_WAA,Control vs Speech,-1.3486389608425757,0.09347875022149575,3.209928605508973
12,01,Speech_WAA,Control vs Noise,-0.17324311426047923,0.4317572621689548,0.4117980873298772
12,01,Speech_WAA,Control vs Speech,-1.1208160945206251,0.13514468916136702,2.6940878323854536
12,01,Left_Auditory,Control vs Noise,0.3289613312058542,0.6278304915730872,-0.5403721866995861
12,01,Left_Auditory,Control vs Speech,-0.8321830981607738,0.2056082140817842,1.4054614097778106
12,01,Right_Auditory,Control vs Noise,0.04912712470402378,0.5194456182168955,-0.12879883939676673
12,01,Right_Auditory,Control vs Speech,-1.159191700402263,0.1273998535277243,2.9818418349717764
12,01,Visual,Control vs Noise,0.6909864038967494,0.753015212023532,-2.1872821455026283
12,01,Visual,Control vs Speech,-0.8194166927935075,0.20889799252788938,2.779633959820158
12,01,Front,Control vs Noise,0.2357776488187183,0.5924639635146036,-0.48725694972803363
12,01,Front,Control vs Speech,-0.7016188992914314,0.24390850166186995,1.4592097015117844
12,02,Noise_WAA,Control vs Noise,-0.817738112661107,0.20944659636481056,2.2525104273506535
12,02,Noise_WAA,Control vs Speech,1.5892581176491425,0.9397260396131547,-4.218499026984064
12,02,Speech_WAA,Control vs Noise,-0.815024819685951,0.21028113020090589,1.5607470439732505
12,02,Speech_WAA,Control vs Speech,1.427850444948851,0.9191059979859589,-2.658091594065017
12,02,Left_Auditory,Control vs Noise,-1.755067979994907,0.04393633937712458,3.46421977285944
12,02,Left_Auditory,Control vs Speech,1.3889442443085172,0.9133926503350434,-2.734675027187992
12,02,Right_Auditory,Control vs Noise,-0.7664736237995605,0.22419647191342457,1.9942208761015243
12,02,Right_Auditory,Control vs Speech,1.5479885169438767,0.9348294707865006,-3.7621028208112923
12,02,Visual,Control vs Noise,-0.12614984779233782,0.45015808361470677,0.2682514535855489
12,02,Visual,Control vs Speech,1.5016800328640838,0.9291507767381424,-3.1968494878667535
12,02,Front,Control vs Noise,-0.13288836366061266,0.447521395529256,0.3882794698534501
12,02,Front,Control vs Speech,0.36158188669100266,0.6400564492300247,-1.0187114771766663
13,01,Noise_WAA,Control vs Noise,-1.2862917096426207,0.10313611270249008,2.469664907914439
13,01,Noise_WAA,Control vs Speech,-0.7553966034591583,0.22733629273246453,1.572540568195699
13,01,Speech_WAA,Control vs Noise,-0.8550014103113478,0.19902420597705722,1.7883478961984653
13,01,Speech_WAA,Control vs Speech,-0.02293942370026129,0.4909093365349065,0.051232146626623315
13,01,Left_Auditory,Control vs Noise,-0.5193030744996208,0.3033426701247667,1.8154196464124484
13,01,Left_Auditory,Control vs Speech,0.49154952979287786,0.6870334094667041,-1.7538903656272393
13,01,Right_Auditory,Control vs Noise,-1.347028674037539,0.0930089152377452,1.8622815295871986
13,01,Right_Auditory,Control vs Speech,-1.2301110669465731,0.11317271005932764,1.9070430743233546
13,01,Visual,Control vs Noise,-0.2859335126504238,0.38827365734225916,0.4052061710171284
13,01,Visual,Control vs Speech,0.22638305716515986,0.5889280001366382,-0.32847463481971206
13,01,Front,Control vs Noise,-0.28814996587622416,0.3874251028658545,0.7122449942924403
13,01,Front,Control vs Speech,0.8899615072326996,0.8104512852363632,-2.341422170422044
13,02,Noise_WAA,Control vs Noise,-1.1435288399158505,0.13001280168567483,2.922730565230805
13,02,Noise_WAA,Control vs Speech,-2.0581671675675475,0.02384689387242297,6.578178936818055
13,02,Speech_WAA,Control vs Noise,-1.163581304596929,0.12592582857392376,3.2402809083952624
13,02,Speech_WAA,Control vs Speech,-2.276499489431899,0.014738225330020557,8.084613758539547
13,02,Left_Auditory,Control vs Noise,-0.9893821438237584,0.1643843539253858,3.8930441472442467
13,02,Left_Auditory,Control vs Speech,-1.768542015761319,0.042917000951315745,8.136493087246212
13,02,Right_Auditory,Control vs Noise,-1.634679052552023,0.05529204002372661,3.517524943499903
13,02,Right_Auditory,Control vs Speech,-2.532756269245911,0.008346032617117255,7.044299290082428
13,02,Visual,Control vs Noise,-1.0417171797485485,0.15208269949317857,2.623287806622896
13,02,Visual,Control vs Speech,-2.5748105478060586,0.007200337506037982,7.970447302595847
13,02,Front,Control vs Noise,-1.6004476933782343,0.05901041657058584,2.827261842993499
13,02,Front,Control vs Speech,-2.787186064155635,0.0043026460813168875,5.471278178137778
16,01,Noise_WAA,Control vs Noise,0.07079118559940374,0.5280276205352942,-0.12930556251417546
16,01,Noise_WAA,Control vs Speech,-0.8242200584411937,0.20747908289055061,1.3804288442398485
16,01,Speech_WAA,Control vs Noise,0.23642787027115886,0.5927906197023787,-0.6072786678868134
16,01,Speech_WAA,Control vs Speech,-1.078554294665651,0.14386504517898918,2.320990106633112
16,01,Left_Auditory,Control vs Noise,0.7846127833050883,0.781154472242497,-1.3503859483166583
16,01,Left_Auditory,Control vs Speech,0.0066123551810443,0.5026204458826918,-0.010927987513701831
16,01,Right_Auditory,Control vs Noise,-0.03541311853903753,0.48597382949701007,0.07618044228661902
16,01,Right_Auditory,Control vs Speech,-1.2057013725783747,0.11769850639491825,2.1989759667281237
16,01,Visual,Control vs Noise,0.712757781439341,0.7597670434608841,-2.166802328216446
16,01,Visual,Control vs Speech,-0.8005669733768188,0.21424818201872603,2.0607420411206525
16,01,Front,Control vs Noise,0.5038966596864104,0.6913605325662948,-0.9663196369985783
16,01,Front,Control vs Speech,-0.8833589468121197,0.19130722383210536,1.5538919787851095
16,02,Noise_WAA,Control vs Noise,-1.2036477262160545,0.1185154956501589,1.665568750468629
16,02,Noise_WAA,Control vs Speech,-1.663943201849706,0.0527018113996614,2.335524972997223
16,02,Speech_WAA,Control vs Noise,-0.9822395150045338,0.16634538127104082,1.5718305942241766
16,02,Speech_WAA,Control vs Speech,-1.7101757331581457,0.04807959232115802,2.7910615320383494
16,02,Left_Auditory,Control vs Noise,-0.9605886668554288,0.17153552315567056,1.1218781598872836
16,02,Left_Auditory,Control vs Speech,-0.39027759490494685,0.3492901876273554,0.49961632775370457
16,02,Right_Auditory,Control vs Noise,-1.3026403437151608,0.10065799881548138,2.0857504143702377
16,02,Right_Auditory,Control vs Speech,-1.8266870438322964,0.03827913431340958,2.9990353790818802
16,02,Visual,Control vs Noise,-0.23518503727361892,0.40771618709555896,0.3825241211718522
16,02,Visual,Control vs Speech,-0.35060807986156234,0.3640376151700274,0.6074770226611139
16,02,Front,Control vs Noise,-1.9318839862060264,0.030598329063988735,2.488869808155751
16,02,Front,Control vs Speech,-3.6000800681610485,0.00046522405338753406,4.439741807142237
17,01,Noise_WAA,Control vs Noise,-0.541860125493877,0.29560873868402715,0.6887569354269909
17,01,Noise_WAA,Control vs Speech,-1.1223484586894912,0.13439483651246806,1.3141630330105072
17,01,Speech_WAA,Control vs Noise,-0.2605716753402297,0.3979389684922279,0.4851564337596636
17,01,Speech_WAA,Control vs Speech,-1.4863147340191962,0.07272400174999054,2.4801733411248863
17,01,Left_Auditory,Control vs Noise,-0.7625670760388052,0.22527403669617685,1.097295603695852
17,01,Left_Auditory,Control vs Speech,-1.2685774930218532,0.10618767578150884,1.758165173912074
17,01,Right_Auditory,Control vs Noise,-0.49784245358369167,0.31075662471500654,0.7399747085198051
17,01,Right_Auditory,Control vs Speech,-1.5086615168177515,0.06982887730401877,2.107344351773689
17,01,Visual,Control vs Noise,-0.16156430442900588,0.4362725587638849,0.2875123612450338
17,01,Visual,Control vs Speech,-1.4832832190407879,0.07335235471759578,2.100479824576101
17,01,Front,Control vs Noise,-0.5456173461307181,0.2942593250377211,0.39823222877435976
17,01,Front,Control vs Speech,-0.31236196622803725,0.3782402425601936,0.2226472661072946
17,02,Noise_WAA,Control vs Noise,-0.15421779284741954,0.4391273698151643,0.3541118502548659
17,02,Noise_WAA,Control vs Speech,-1.9262641414029558,0.03079082075711961,4.421298443560158
17,02,Speech_WAA,Control vs Noise,-0.465271009082633,0.32220167032973124,1.4353471671173255
