ID,Subject,Session,Optode,Chroma,Condition,Value
8,04,02,S10_D9,hbo,Control,-0.7551629003945355
8,04,02,S10_D10,hbo,Control,-0.27811778780640634
8,04,02,S10_D11,hbo,Control,-0.6607520494332945
8,04,02,S10_D12,hbo,Control,0.29539949271685684
8,04,02,S11_D11,hbo,Control,-0.041452655329218595
8,04,02,S11_D12,hbo,Control,-0.4411951818742445
8,04,02,S6_D6,hbo,Control,0.11887702658403776
8,04,02,S6_D8,hbo,Control,-0.06433127128552522
8,04,02,S7_D6,hbo,Control,1.5437232122369309
8,04,02,S7_D7,hbo,Control,0.2563972201584655
8,04,02,S8_D7,hbo,Control,-0.1670714755475795
8,04,02,S8_D8,hbo,Control,0.1010584344160996
8,04,02,S9_D8,hbo,Control,0.9564952562410576
8,04,02,S7_D8,hbo,Control,0.07449961794792928
8,04,02,S1_D1,hbo,Control,0.12724104286789284
8,04,02,S2_D1,hbo,Control,0.07911924295384641
8,04,02,S3_D1,hbo,Control,2.360116729108695
8,04,02,S3_D2,hbo,Control,-1.7477334626031293
8,04,02,S12_D1,hbo,Control,1.3621533480121497
8,04,02,S4_D2,hbo,Noise,-0.2983510317282919
8,04,02,S4_D3,hbo,Noise,1.4401977682640434
8,04,02,S5_D2,hbo,Noise,-0.6919586337009728
8,04,02,S5_D3,hbo,Noise,-0.09491897385394302
8,04,02,S5_D4,hbo,Noise,-1.0572611635644054
8,04,02,S5_D5,hbo,Noise,0.3319831320946107
8,04,02,S10_D9,hbo,Noise,0.26287307312252145
8,04,02,S10_D10,hbo,Noise,1.9179050842557588
8,04,02,S10_D11,hbo,Noise,-0.30315145464129567
8,04,02,S10_D12,hbo,Noise,-0.12616274179906575
8,04,02,S11_D11,hbo,Noise,-0.14849586140863694
8,04,02,S11_D12,hbo,Noise,-1.1516196710244562
8,04,02,S6_D6,hbo,Noise,-0.03487269869319093
8,04,02,S6_D8,hbo,Noise,-0.5033915198971013
8,04,02,S7_D6,hbo,Noise,0.6609191248222415
8,04,02,S7_D7,hbo,Noise,1.4761403861086113
8,04,02,S8_D7,hbo,Noise,1.4621947749993132
8,04,02,S8_D8,hbo,Noise,-0.22091353312468248
8,04,02,S9_D8,hbo,Noise,0.2221131876183987
8,04,02,S7_D8,hbo,Noise,-0.8992900825604058
8,04,02,S1_D1,hbo,Noise,0.9752193821611471
8,04,02,S2_D1,hbo,Noise,0.48625992534303153
8,04,02,S3_D1,hbo,Noise,-0.9032479060743527
8,04,02,S3_D2,hbo,Noise,-1.271503495221032
8,04,02,S12_D1,hbo,Noise,0.928636402094266
8,04,02,S4_D2,hbo,Speech,2.451183341752014
8,04,02,S4_D3,hbo,Speech,5.781086119081094
8,04,02,S5_D2,hbo,Speech,0.6080573638405795
8,04,02,S5_D3,hbo,Speech,5.725543300585823
8,04,02,S5_D4,hbo,Speech,1.1118192650273153
8,04,02,S5_D5,hbo,Speech,1.7564636416946218
8,04,02,S10_D9,hbo,Speech,0.6417170015990711
8,04,02,S10_D10,hbo,Speech,3.5456676038240875
8,04,02,S10_D11,hbo,Speech,2.0716847730346046
8,04,02,S10_D12,hbo,Speech,2.402439017435351
8,04,02,S11_D11,hbo,Speech,-0.26406721233119607
8,04,02,S11_D12,hbo,Speech,0.8296296963926795
8,04,02,S6_D6,hbo,Speech,0.033289132478895124
8,04,02,S6_D8,hbo,Speech,-0.23910859186266
8,04,02,S7_D6,hbo,Speech,0.7108717115098981
8,04,02,S7_D7,hbo,Speech,1.5122432420056808
8,04,02,S8_D7,hbo,Speech,1.7334203447172836
8,04,02,S8_D8,hbo,Speech,0.9945709502425234
8,04,02,S9_D8,hbo,Speech,-0.14206394369582007
8,04,02,S7_D8,hbo,Speech,-0.5903723439610765
8,04,02,S1_D1,hbo,Speech,0.3331168492051075
8,04,02,S2_D1,hbo,Speech,1.3606587942019466
8,04,02,S3_D1,hbo,Speech,0.7312223884124418
8,04,02,S3_D2,hbo,Speech,2.608925064671187
8,04,02,S12_D1,hbo,Speech,0.864119676397814
9,05,01,S4_D2,hbo,Control,0.7090710349181126
9,05,01,S4_D3,hbo,Control,0.8658918981030038
9,05,01,S5_D2,hbo,Control,0.13635061758281786
9,05,01,S5_D3,hbo,Control,0.4662986216736963
9,05,01,S5_D4,hbo,Control,-0.8708190802486185
9,05,01,S5_D5,hbo,Control,-0.45134622626886856
9,05,01,S10_D9,hbo,Control,-0.23058208456760287
9,05,01,S10_D10,hbo,Control,-0.06725499938686696
9,05,01,S10_D11,hbo,Control,1.4956145239613097
9,05,01,S10_D12,hbo,Control,-0.7172141294424755
9,05,01,S11_D11,hbo,Control,1.2969958068490002
9,05,01,S11_D12,hbo,Control,0.39132540124449344
9,05,01,S6_D8,hbo,Control,0.2923236462819868
9,05,01,S7_D7,hbo,Control,2.540187471110315
9,05,01,S8_D7,hbo,Control,2.018435832893622
9,05,01,S8_D8,hbo,Control,1.2378042214483809
9,05,01,S9_D8,hbo,Control,0.5098106572435308
9,05,01,S7_D8,hbo,Control,2.3847853509285333
9,05,01,S1_D1,hbo,Control,-0.2095925176115048
9,05,01,S2_D1,hbo,Control,0.532928688669741
9,05,01,S3_D1,hbo,Control,-0.9182635016568768
9,05,01,S3_D2,hbo,Control,-0.4716412986497474
9,05,01,S12_D1,hbo,Control,0.36003874437003547
9,05,01,S4_D2,hbo,Noise,-0.1793483757683436
9,05,01,S4_D3,hbo,Noise,-1.6499927378973842
9,05,01,S5_D2,hbo,Noise,-0.011755321380635628
9,05,01,S5_D3,hbo,Noise,-0.3063666064772528
9,05,01,S5_D4,hbo,Noise,-1.7169699143675456
9,05,01,S5_D5,hbo,Noise,-2.606703141199538
9,05,01,S10_D9,hbo,Noise,-0.6896464134579174
9,05,01,S10_D10,hbo,Noise,-0.007389288827541218
9,05,01,S10_D11,hbo,Noise,-1.6737917640763351
9,05,01,S10_D12,hbo,Noise,0.19349529648256344
9,05,01,S11_D11,hbo,Noise,0.02173923098078234
9,05,01,S11_D12,hbo,Noise,-1.2813511196310914
9,05,01,S6_D8,hbo,Noise,-0.06570670812081697
9,05,01,S7_D7,hbo,Noise,-2.2518555332698185
9,05,01,S8_D7,hbo,Noise,-4.54226866301538
9,05,01,S8_D8,hbo,Noise,-1.7843829718434685
9,05,01,S9_D8,hbo,Noise,-1.3394975937401221
9,05,01,S7_D8,hbo,Noise,-3.1085089345684596
9,05,01,S1_D1,hbo,Noise,-0.9664753724857513
9,05,01,S2_D1,hbo,Noise,-0.4921798819599581
9,05,01,S3_D1,hbo,Noise,-0.612802129872969
9,05,01,S3_D2,hbo,Noise,-0.5084161440548571
9,05,01,S12_D1,hbo,Noise,1.9776906800919893
9,05,01,S4_D2,hbo,Speech,3.0302184229049223
9,05,01,S4_D3,hbo,Speech,-0.6275692346362443
9,05,01,S5_D2,hbo,Speech,2.3422716387153786
9,05,01,S5_D3,hbo,Speech,-0.3057918080354283
9,05,01,S5_D4,hbo,Speech,2.473159248140803
9,05,01,S5_D5,hbo,Speech,2.1060972260015096
9,05,01,S10_D9,hbo,Speech,1.0693702693074243
9,05,01,S10_D10,hbo,Speech,0.7497010927765103
9,05,01,S10_D11,hbo,Speech,3.4167722581670654
9,05,01,S10_D12,hbo,Speech,0.27974968057838906
9,05,01,S11_D11,hbo,Speech,4.653863134390366
9,05,01,S11_D12,hbo,Speech,2.4499044051868903
9,05,01,S6_D8,hbo,Speech,0.012544571357670257
9,05,01,S7_D7,hbo,Speech,1.6366211151383736
9,05,01,S8_D7,hbo,Speech,0.9239399194952019
9,05,01,S8_D8,hbo,Speech,1.1223406542711922
9,05,01,S9_D8,hbo,Speech,2.2998924094580504
9,05,01,S7_D8,hbo,Speech,2.428981131615694
9,05,01,S1_D1,hbo,Speech,6.087429576601542
9,05,01,S2_D1,hbo,Speech,1.805712119572184
9,05,01,S3_D1,hbo,Speech,1.7586317541478733
9,05,01,S3_D2,hbo,Speech,-0.20657439939459804
9,05,01,S12_D1,hbo,Speech,-0.7445976117832735
10,05,02,S4_D2,hbo,Control,-2.8993771886306283
10,05,02,S4_D3,hbo,Control,-3.6567879001811585
10,05,02,S10_D9,hbo,Control,-2.255045504055897
10,05,02,S10_D10,hbo,Control,-3.0980206304718174
10,05,02,S10_D11,hbo,Control,-3.220705195959926
10,05,02,S10_D12,hbo,Control,-2.2661592868737803
10,05,02,S11_D11,hbo,Control,-3.285329186757679
10,05,02,S11_D12,hbo,Control,-0.5676464494855911
10,05,02,S6_D6,hbo,Control,-0.6058720247010957
10,05,02,S6_D8,hbo,Control,-0.2743454231830449
10,05,02,S7_D6,hbo,Control,-0.2473116512769296
10,05,02,S7_D7,hbo,Control,-0.5084038541979766
10,05,02,S8_D7,hbo,Control,-0.7589529309076913
10,05,02,S8_D8,hbo,Control,-1.6639282240486402
10,05,02,S9_D8,hbo,Control,1.6035868058264775
10,05,02,S1_D1,hbo,Control,-0.4277565594459853
10,05,02,S2_D1,hbo,Control,-1.727130392220673
10,05,02,S3_D1,hbo,Control,-1.7775513827884852
10,05,02,S3_D2,hbo,Control,-2.984132584975764
10,05,02,S12_D1,hbo,Control,0.6252388468313864
10,05,02,S4_D2,hbo,Noise,3.357409508056004
10,05,02,S4_D3,hbo,Noise,1.2342389217258338
10,05,02,S10_D9,hbo,Noise,4.468765146664492
10,05,02,S10_D10,hbo,Noise,5.302639588707453
10,05,02,S10_D11,hbo,Noise,4.171182003678869
10,05,02,S10_D12,hbo,Noise,5.826470784340043
10,05,02,S11_D11,hbo,Noise,4.974965819906161
10,05,02,S11_D12,hbo,Noise,1.554185077957889
10,05,02,S6_D6,hbo,Noise,0.6027096656046299
10,05,02,S6_D8,hbo,Noise,0.22553843708519253
10,05,02,S7_D6,hbo,Noise,-0.2964379474995571
10,05,02,S7_D7,hbo,Noise,1.0347244455381732
10,05,02,S8_D7,hbo,Noise,4.744688492983612
10,05,02,S8_D8,hbo,Noise,12.386173143647385
10,05,02,S9_D8,hbo,Noise,0.5011244955230743
10,05,02,S1_D1,hbo,Noise,2.800844981506966
10,05,02,S2_D1,hbo,Noise,2.257651902321733
10,05,02,S3_D1,hbo,Noise,4.277162095407204
10,05,02,S3_D2,hbo,Noise,4.381405563102245
10,05,02,S12_D1,hbo,Noise,1.7633387731814625
10,05,02,S4_D2,hbo,Speech,-0.6269818796512027
10,05,02,S4_D3,hbo,Speech,-2.2241303569553845
10,05,02,S10_D9,hbo,Speech,-0.7121647183151899
10,05,02,S10_D10,hbo,Speech,-0.18868537380298037
10,05,02,S10_D11,hbo,Speech,-0.7271544683931052
10,05,02,S10_D12,hbo,Speech,0.2068605588567022
10,05,02,S11_D11,hbo,Speech,1.6240315788615454
10,05,02,S11_D12,hbo,Speech,1.1854189438130884
10,05,02,S6_D6,hbo,Speech,0.6271598632096534
10,05,02,S6_D8,hbo,Speech,-0.4771839149902087
10,05,02,S7_D6,hbo,Speech,0.2516886188504307
10,05,02,S7_D7,hbo,Speech,1.3301680194603944
10,05,02,S8_D7,hbo,Speech,0.9263396729717819
10,05,02,S8_D8,hbo,Speech,-4.082974049530591
10,05,02,S9_D8,hbo,Speech,-0.46522606489281765
10,05,02,S1_D1,hbo,Speech,-2.3933861418818774
10,05,02,S2_D1,hbo,Speech,0.23677033531916758
10,05,02,S3_D1,hbo,Speech,-0.9379060489373755
10,05,02,S3_D2,hbo,Speech,0.08458862794507285
10,05,02,S12_D1,hbo,Speech,-0.9934980678449387
11,07,01,S4_D2,hbo,Control,-0.3763576943206521
11,07,01,S4_D3,hbo,Control,-0.09312496232537473
11,07,01,S5_D2,hbo,Control,0.42367310268407127
11,07,01,S5_D3,hbo,Control,0.6212201152731586
11,07,01,S5_D4,hbo,Control,0.11194477753375812
11,07,01,S5_D5,hbo,Control,-0.20044230126591384
11,07,01,S10_D9,hbo,Control,1.8061208394871677
11,07,01,S10_D10,hbo,Control,2.2682195817899657
11,07,01,S10_D11,hbo,Control,1.2723095245758043
11,07,01,S10_D12,hbo,Control,0.347727997809459
11,07,01,S11_D11,hbo,Control,-0.046546155582377416
11,07,01,S11_D12,hbo,Control,-0.1049527927792083
11,07,01,S6_D6,hbo,Control,-0.6425183588208616
11,07,01,S6_D8,hbo,Control,0.018946294668528988
11,07,01,S7_D6,hbo,Control,0.19688602894119925
11,07,01,S7_D7,hbo,Control,0.6022092480934552
11,07,01,S8_D7,hbo,Control,1.289926895348059
11,07,01,S8_D8,hbo,Control,1.768585650168189
11,07,01,S9_D8,hbo,Control,0.37194542702434163
11,07,01,S7_D8,hbo,Control,0.49141340795328475
11,07,01,S1_D1,hbo,Control,0.08371323225739816
11,07,01,S2_D1,hbo,Control,-0.3244221108952359
11,07,01,S3_D1,hbo,Control,-0.05545734990949276
11,07,01,S3_D2,hbo,Control,0.04844317812962075
11,07,01,S12_D1,hbo,Control,-0.002797427469803676
11,07,01,S4_D2,hbo,Noise,0.22511011051144364
11,07,01,S4_D3,hbo,Noise,-0.6940512073979762
11,07,01,S5_D2,hbo,Noise,1.3732487333969836
11,07,01,S5_D3,hbo,Noise,-0.2601244419449847
11,07,01,S5_D4,hbo,Noise,1.6604825275602468
11,07,01,S5_D5,hbo,Noise,0.9618561206734597
11,07,01,S10_D9,hbo,Noise,2.80617104307572
11,07,01,S10_D10,hbo,Noise,1.9554501565106828
11,07,01,S10_D11,hbo,Noise,4.32214790885993
11,07,01,S10_D12,hbo,Noise,1.6577464812362692
11,07,01,S11_D11,hbo,Noise,1.6805135017395796
11,07,01,S11_D12,hbo,Noise,0.7583394540588302
11,07,01,S6_D6,hbo,Noise,0.11765003063105545
11,07,01,S6_D8,hbo,Noise,0.25242933441879817
11,07,01,S7_D6,hbo,Noise,0.02058562989553985
11,07,01,S7_D7,hbo,Noise,0.03525530192266936
11,07,01,S8_D7,hbo,Noise,0.23844580397336884
11,07,01,S8_D8,hbo,Noise,-0.8064689969851706
11,07,01,S9_D8,hbo,Noise,-0.3766817293467738
11,07,01,S7_D8,hbo,Noise,0.1221844065560997
11,07,01,S1_D1,hbo,Noise,0.5764136186633152
11,07,01,S2_D1,hbo,Noise,-0.4512634948366197
11,07,01,S3_D1,hbo,Noise,-0.3363557328518161
11,07,01,S3_D2,hbo,Noise,-0.7211804783325777
11,07,01,S12_D1,hbo,Noise,-1.1798366996855463
11,07,01,S4_D2,hbo,Speech,-0.3635939607064638
11,07,01,S4_D3,hbo,Speech,-0.761473457333701
11,07,01,S5_D2,hbo,Speech,2.16545128376776
11,07,01,S5_D3,hbo,Speech,-0.339979056146173
11,07,01,S5_D4,hbo,Speech,1.760426017493715
11,07,01,S5_D5,hbo,Speech,0.16825201356420177
11,07,01,S10_D9,hbo,Speech,3.647345564819225
11,07,01,S10_D10,hbo,Speech,3.1808871542851405
11,07,01,S10_D11,hbo,Speech,5.071153000844281
11,07,01,S10_D12,hbo,Speech,3.0059817797387027
11,07,01,S11_D11,hbo,Speech,0.7636511417713631
11,07,01,S11_D12,hbo,Speech,0.2632590867783072
11,07,01,S6_D6,hbo,Speech,-0.1713456584690373
11,07,01,S6_D8,hbo,Speech,0.6717449088391778
11,07,01,S7_D6,hbo,Speech,0.9240342040869756
11,07,01,S7_D7,hbo,Speech,0.6359924851820599
11,07,01,S8_D7,hbo,Speech,0.8065240110475677
11,07,01,S8_D8,hbo,Speech,0.6727566082399349
11,07,01,S9_D8,hbo,Speech,0.4545226446019337
11,07,01,S7_D8,hbo,Speech,0.7952495408315903
11,07,01,S1_D1,hbo,Speech,1.3862401970925764
11,07,01,S2_D1,hbo,Speech,-0.6997357923013714
11,07,01,S3_D1,hbo,Speech,0.20397238066478077
11,07,01,S3_D2,hbo,Speech,-1.653905929563437
11,07,01,S12_D1,hbo,Speech,2.034937209327435
12,07,02,S4_D2,hbo,Control,-0.09860678847062163
12,07,02,S4_D3,hbo,Control,0.09506760759729281
12,07,02,S5_D2,hbo,Control,0.41951538432372926
12,07,02,S5_D3,hbo,Control,0.3183761842259075
12,07,02,S5_D4,hbo,Control,0.043551787503881285
12,07,02,S5_D5,hbo,Control,0.5783562490224654
12,07,02,S10_D9,hbo,Control,1.4027151169625343
12,07,02,S10_D10,hbo,Control,2.34220331448587
12,07,02,S10_D11,hbo,Control,-0.5241648672781861
12,07,02,S10_D12,hbo,Control,1.9998586619435048
12,07,02,S11_D11,hbo,Control,-0.13557059934327131
12,07,02,S11_D12,hbo,Control,0.015795984332016677
12,07,02,S6_D6,hbo,Control,0.09052934102726168
12,07,02,S6_D8,hbo,Control,0.12646891907893965
12,07,02,S7_D6,hbo,Control,0.2530612904390642
12,07,02,S7_D7,hbo,Control,0.3478047666775454
12,07,02,S8_D7,hbo,Control,1.2622938203680514
12,07,02,S8_D8,hbo,Control,0.12839168401128076
12,07,02,S9_D8,hbo,Control,-0.8007711732378333
12,07,02,S7_D8,hbo,Control,0.22906730409474274
12,07,02,S1_D1,hbo,Control,-1.3952081093997417
12,07,02,S2_D1,hbo,Control,-0.9552803124889941
12,07,02,S3_D1,hbo,Control,0.10531904547382612
12,07,02,S3_D2,hbo,Control,0.8494073522263862
12,07,02,S12_D1,hbo,Control,-1.7422838714687097
12,07,02,S4_D2,hbo,Noise,1.984629904778414
12,07,02,S4_D3,hbo,Noise,-1.272326695915113
12,07,02,S5_D2,hbo,Noise,-1.0715859302442479
12,07,02,S5_D3,hbo,Noise,0.4190912285232631
12,07,02,S5_D4,hbo,Noise,-0.7387530853061273
12,07,02,S5_D5,hbo,Noise,-1.5328742613052542
12,07,02,S10_D9,hbo,Noise,-1.8781362345785269
12,07,02,S10_D10,hbo,Noise,-0.7725130364531659
12,07,02,S10_D11,hbo,Noise,3.154764047793175
12,07,02,S10_D12,hbo,Noise,1.8251446446770563
12,07,02,S11_D11,hbo,Noise,1.5921633773469497
12,07,02,S11_D12,hbo,Noise,0.21839775305194734
12,07,02,S6_D6,hbo,Noise,0.8932607768484677
12,07,02,S6_D8,hbo,Noise,0.7991019016517918
12,07,02,S7_D6,hbo,Noise,-1.6259714903017666
12,07,02,S7_D7,hbo,Noise,-1.3577363270809557
12,07,02,S8_D7,hbo,Noise,-1.455595359668421
12,07,02,S8_D8,hbo,Noise,-2.066456954136635
12,07,02,S9_D8,hbo,Noise,-0.10324751902083774
12,07,02,S7_D8,hbo,Noise,-1.1505693972860591
12,07,02,S1_D1,hbo,Noise,-1.4729207145114447
12,07,02,S2_D1,hbo,Noise,-0.6152892051158005
12,07,02,S3_D1,hbo,Noise,-1.3625233251261555
12,07,02,S3_D2,hbo,Noise,-0.07193308158582831
12,07,02,S12_D1,hbo,Noise,0.36429242305866183
12,07,02,S4_D2,hbo,Speech,-0.04054804034822794
12,07,02,S4_D3,hbo,Speech,-1.669113639575338
12,07,02,S5_D2,hbo,Speech,-2.843063374742117
12,07,02,S5_D3,hbo,Speech,-1.3259101488825886
12,07,02,S5_D4,hbo,Speech,-1.8899130244078333
12,07,02,S5_D5,hbo,Speech,-2.437010640241475
12,07,02,S10_D9,hbo,Speech,-3.9262097903240774
12,07,02,S10_D10,hbo,Speech,-6.194599751668246
12,07,02,S10_D11,hbo,Speech,-0.7334787469284793
12,07,02,S10_D12,hbo,Speech,-4.72902119661078
12,07,02,S11_D11,hbo,Speech,-0.5293352700156225
12,07,02,S11_D12,hbo,Speech,-1.2626710989792351
12,07,02,S6_D6,hbo,Speech,1.0411369663930574
12,07,02,S6_D8,hbo,Speech,0.486625190742208
12,07,02,S7_D6,hbo,Speech,-2.728245150290477
12,07,02,S7_D7,hbo,Speech,-2.7473390525387664
12,07,02,S8_D7,hbo,Speech,-3.200535924881388
12,07,02,S8_D8,hbo,Speech,-3.2297131482193393
12,07,02,S9_D8,hbo,Speech,1.2226416935036326
12,07,02,S7_D8,hbo,Speech,-3.0051917405918602
12,07,02,S1_D1,hbo,Speech,-6.099448337689088
12,07,02,S2_D1,hbo,Speech,-0.6779094283568062
12,07,02,S3_D1,hbo,Speech,-2.042121168885721
12,07,02,S3_D2,hbo,Speech,-1.7626378671785587
12,07,02,S12_D1,hbo,Speech,-1.820045341727289
13,08,01,S4_D2,hbo,Control,1.0722112831079464
13,08,01,S4_D3,hbo,Control,-0.3276020439241018
13,08,01,S5_D2,hbo,Control,-0.6322269859321821
13,08,01,S5_D3,hbo,Control,-0.8172685782199735
13,08,01,S5_D4,hbo,Control,-0.27619464511954195
13,08,01,S5_D5,hbo,Control,-0.3378386996960175
13,08,01,S10_D9,hbo,Control,-0.9949160796319437
13,08,01,S10_D10,hbo,Control,-0.7004956137682132
13,08,01,S10_D11,hbo,Control,0.8453659406258399
13,08,01,S10_D12,hbo,Control,-0.08648007378092687
13,08,01,S11_D11,hbo,Control,-0.7747031099729061
13,08,01,S11_D12,hbo,Control,0.853878757369688
13,08,01,S6_D6,hbo,Control,0.15194387190373643
13,08,01,S6_D8,hbo,Control,-0.1594714069864908
13,08,01,S7_D6,hbo,Control,0.7123632839221344
13,08,01,S7_D7,hbo,Control,0.47538623424001225
13,08,01,S8_D7,hbo,Control,-0.07978780397351148
13,08,01,S8_D8,hbo,Control,0.04061864771553376
13,08,01,S9_D8,hbo,Control,-0.15220811116981764
13,08,01,S7_D8,hbo,Control,1.0370933807478897
13,08,01,S1_D1,hbo,Control,-0.5441669077233596
13,08,01,S2_D1,hbo,Control,-0.38722251364710963
13,08,01,S3_D1,hbo,Control,0.10969672219502631
13,08,01,S3_D2,hbo,Control,1.7755263451330405
13,08,01,S12_D1,hbo,Control,-0.8528593103133877
13,08,01,S4_D2,hbo,Noise,2.469224846380884
13,08,01,S4_D3,hbo,Noise,0.6150232704815195
13,08,01,S5_D2,hbo,Noise,-1.4525015327723627
13,08,01,S5_D3,hbo,Noise,-0.7812034088966204
13,08,01,S5_D4,hbo,Noise,-0.5585268825674623
13,08,01,S5_D5,hbo,Noise,-0.8034181091176065
13,08,01,S10_D9,hbo,Noise,0.43279292417832965
13,08,01,S10_D10,hbo,Noise,-0.44149512262562884
13,08,01,S10_D11,hbo,Noise,-0.01602508531306969
13,08,01,S10_D12,hbo,Noise,-0.4434287601765797
13,08,01,S11_D11,hbo,Noise,0.2175175404646312
13,08,01,S11_D12,hbo,Noise,0.3217628363241144
13,08,01,S6_D6,hbo,Noise,0.21600487455258668
13,08,01,S6_D8,hbo,Noise,0.34139386946578254
13,08,01,S7_D6,hbo,Noise,1.5460832773553128
13,08,01,S7_D7,hbo,Noise,1.3267197635275803
13,08,01,S8_D7,hbo,Noise,-2.2114313458433568
13,08,01,S8_D8,hbo,Noise,-1.8520628243586683
13,08,01,S9_D8,hbo,Noise,-0.2378173932922495
13,08,01,S7_D8,hbo,Noise,0.6921560174653337
13,08,01,S1_D1,hbo,Noise,1.0353163389174556
13,08,01,S2_D1,hbo,Noise,-0.3806459816527091
13,08,01,S3_D1,hbo,Noise,-0.0705521093372855
13,08,01,S3_D2,hbo,Noise,2.8014572060944642
13,08,01,S12_D1,hbo,Noise,-0.9821598461656442
13,08,01,S4_D2,hbo,Speech,-0.44958213823417653
13,08,01,S4_D3,hbo,Speech,-1.5746095149739534
13,08,01,S5_D2,hbo,Speech,0.44301507889907704
13,08,01,S5_D3,hbo,Speech,0.3959570975009362
13,08,01,S5_D4,hbo,Speech,0.7530841864833284
13,08,01,S5_D5,hbo,Speech,1.1528940945486446
13,08,01,S10_D9,hbo,Speech,-1.4402674828606508
13,08,01,S10_D10,hbo,Speech,-2.4995225226653313
13,08,01,S10_D11,hbo,Speech,-1.2703792987341749
13,08,01,S10_D12,hbo,Speech,-1.6246090371176518
13,08,01,S11_D11,hbo,Speech,-1.449028448577256
13,08,01,S11_D12,hbo,Speech,-0.1594390289833568
13,08,01,S6_D6,hbo,Speech,0.011209087115561794
13,08,01,S6_D8,hbo,Speech,-0.16273629979705095
13,08,01,S7_D6,hbo,Speech,0.8248694295441785
13,08,01,S7_D7,hbo,Speech,0.2248448177232681
13,08,01,S8_D7,hbo,Speech,0.5739031420183481
13,08,01,S8_D8,hbo,Speech,1.2886044739232643
13,08,01,S9_D8,hbo,Speech,-0.8669775322842442
13,08,01,S7_D8,hbo,Speech,0.5147951491783693
13,08,01,S1_D1,hbo,Speech,-0.26243246008155624
13,08,01,S2_D1,hbo,Speech,-0.17101350205462482
13,08,01,S3_D1,hbo,Speech,0.9447587827575757
13,08,01,S3_D2,hbo,Speech,-0.42474763884965305
13,08,01,S12_D1,hbo,Speech,-1.3194530684668297
14,08,02,S4_D2,hbo,Control,0.3948060040383806
14,08,02,S4_D3,hbo,Control,-0.5474937583524958
14,08,02,S5_D2,hbo,Control,-0.29778930401462844
14,08,02,S5_D3,hbo,Control,0.33561527395507423
14,08,02,S5_D4,hbo,Control,0.3097350518747718
14,08,02,S5_D5,hbo,Control,0.15863867314444013
14,08,02,S10_D9,hbo,Control,0.5464615459434727
14,08,02,S10_D10,hbo,Control,-0.9159695220909676
14,08,02,S10_D11,hbo,Control,0.27794393628989034
14,08,02,S10_D12,hbo,Control,0.04977815093461913
14,08,02,S11_D11,hbo,Control,-0.8207998407105402
14,08,02,S11_D12,hbo,Control,-0.7909917404426535
14,08,02,S6_D6,hbo,Control,-0.749579020042324
14,08,02,S6_D8,hbo,Control,0.33268723389138777
14,08,02,S7_D6,hbo,Control,1.0080468509605736
14,08,02,S7_D7,hbo,Control,0.6572339829078397
14,08,02,S8_D7,hbo,Control,0.6948397899440697
14,08,02,S8_D8,hbo,Control,-0.6665386418915403
14,08,02,S9_D8,hbo,Control,0.38999434446440523
14,08,02,S7_D8,hbo,Control,1.1066816420835532
14,08,02,S1_D1,hbo,Control,-0.4073544551774822
14,08,02,S2_D1,hbo,Control,-0.26112590134507435
14,08,02,S3_D1,hbo,Control,0.3608306802213651
14,08,02,S3_D2,hbo,Control,-0.581865155923357
14,08,02,S12_D1,hbo,Control,0.17380522071055804
14,08,02,S4_D2,hbo,Noise,-0.3829398740471901
14,08,02,S4_D3,hbo,Noise,-0.439794519980696
14,08,02,S5_D2,hbo,Noise,-0.5496415467932524
14,08,02,S5_D3,hbo,Noise,1.5531700583877077
14,08,02,S5_D4,hbo,Noise,-0.20363487915036593
14,08,02,S5_D5,hbo,Noise,0.1182758811024528
14,08,02,S10_D9,hbo,Noise,2.7175009615068983
14,08,02,S10_D10,hbo,Noise,0.9184984958674323
14,08,02,S10_D11,hbo,Noise,0.7132418211126526
14,08,02,S10_D12,hbo,Noise,-0.0030700966643474534
14,08,02,S11_D11,hbo,Noise,1.4886162331970416
14,08,02,S11_D12,hbo,Noise,1.946120351687106
14,08,02,S6_D6,hbo,Noise,-0.3354467513109815
14,08,02,S6_D8,hbo,Noise,0.09882954380096971
14,08,02,S7_D6,hbo,Noise,1.0981991561597984
14,08,02,S7_D7,hbo,Noise,0.6216769314135723
14,08,02,S8_D7,hbo,Noise,0.585634484161393
14,08,02,S8_D8,hbo,Noise,-0.5066150985348477
14,08,02,S9_D8,hbo,Noise,1.5920068813307184
14,08,02,S7_D8,hbo,Noise,-0.27783699401828366
14,08,02,S1_D1,hbo,Noise,2.0599979282619216
14,08,02,S2_D1,hbo,Noise,1.6294865634155276
14,08,02,S3_D1,hbo,Noise,1.4535693864369532
14,08,02,S3_D2,hbo,Noise,-1.8121862618213933
14,08,02,S12_D1,hbo,Noise,1.9201552586875243
14,08,02,S4_D2,hbo,Speech,0.03570624399360692
14,08,02,S4_D3,hbo,Speech,-0.6411305055468671
14,08,02,S5_D2,hbo,Speech,-0.2044063223752992
14,08,02,S5_D3,hbo,Speech,0.4097988634217496
14,08,02,S5_D4,hbo,Speech,0.6424207890372581
14,08,02,S5_D5,hbo,Speech,0.8369674111894382
14,08,02,S10_D9,hbo,Speech,-1.7376563126238909
14,08,02,S10_D10,hbo,Speech,-0.21167580779634498
14,08,02,S10_D11,hbo,Speech,-0.7510432686200205
