ID,Subject,Session,Optode,Chroma,Condition,Value
5,03,01,S5_D3,hbo,Speech,-0.7459647833155095
5,03,01,S5_D4,hbo,Speech,-1.1139421996264318
5,03,01,S5_D5,hbo,Speech,-1.8616212159931456
5,03,01,S10_D9,hbo,Speech,-1.4013184232207034
5,03,01,S10_D10,hbo,Speech,-2.956340995152248
5,03,01,S10_D11,hbo,Speech,-0.9579318864415519
5,03,01,S10_D12,hbo,Speech,-2.1774284827709307
5,03,01,S11_D11,hbo,Speech,-0.9154028582477891
5,03,01,S11_D12,hbo,Speech,-0.3870178229129658
5,03,01,S6_D6,hbo,Speech,-0.9303118036946524
5,03,01,S6_D8,hbo,Speech,-0.03383494913702344
5,03,01,S7_D7,hbo,Speech,-0.13569867297429952
5,03,01,S8_D7,hbo,Speech,-1.7388023267528758
5,03,01,S8_D8,hbo,Speech,-0.7954242181192277
5,03,01,S9_D8,hbo,Speech,-1.175990721722787
5,03,01,S7_D8,hbo,Speech,-0.6041103159747933
5,03,01,S1_D1,hbo,Speech,-0.74716870203629
5,03,01,S2_D1,hbo,Speech,-0.8675400145169768
5,03,01,S3_D1,hbo,Speech,-1.1754939407112315
5,03,01,S3_D2,hbo,Speech,-0.6475200915896895
5,03,01,S12_D1,hbo,Speech,-1.166886397665515
6,03,02,S4_D2,hbo,Control,-1.0534701917245113
6,03,02,S4_D3,hbo,Control,-2.440975995049451
6,03,02,S5_D2,hbo,Control,-2.2847927178513543
6,03,02,S5_D3,hbo,Control,-1.630078948602201
6,03,02,S5_D4,hbo,Control,-2.6554115220554797
6,03,02,S5_D5,hbo,Control,-3.901640667392131
6,03,02,S10_D9,hbo,Control,-3.0112524748551692
6,03,02,S10_D10,hbo,Control,-2.7321718381131355
6,03,02,S10_D11,hbo,Control,-2.1010515307496744
6,03,02,S10_D12,hbo,Control,-1.7953173837170728
6,03,02,S11_D11,hbo,Control,-1.5571561681269501
6,03,02,S11_D12,hbo,Control,-0.6552062303910606
6,03,02,S6_D6,hbo,Control,-0.08108038260262924
6,03,02,S6_D8,hbo,Control,0.012166947270246102
6,03,02,S7_D6,hbo,Control,-3.935951247695093
6,03,02,S7_D7,hbo,Control,-2.4898312161958036
6,03,02,S8_D7,hbo,Control,-4.118759120069443
6,03,02,S9_D8,hbo,Control,-3.9695762337032825
6,03,02,S7_D8,hbo,Control,-2.590058420551197
6,03,02,S1_D1,hbo,Control,-3.4944613836385696
6,03,02,S2_D1,hbo,Control,-1.4577950916742513
6,03,02,S3_D1,hbo,Control,-2.0364245225875472
6,03,02,S3_D2,hbo,Control,-2.3574941041658914
6,03,02,S12_D1,hbo,Control,-2.1845556288526056
6,03,02,S4_D2,hbo,Noise,0.38397274720544644
6,03,02,S4_D3,hbo,Noise,1.0458890683013642
6,03,02,S5_D2,hbo,Noise,1.4748407902952159
6,03,02,S5_D3,hbo,Noise,1.351625751858176
6,03,02,S5_D4,hbo,Noise,2.600161940078678
6,03,02,S5_D5,hbo,Noise,4.777673775768399
6,03,02,S10_D9,hbo,Noise,1.2645663343908584
6,03,02,S10_D10,hbo,Noise,2.208173131090191
6,03,02,S10_D11,hbo,Noise,1.363636208529394
6,03,02,S10_D12,hbo,Noise,1.4441141053799196
6,03,02,S11_D11,hbo,Noise,0.6097270348982909
6,03,02,S11_D12,hbo,Noise,0.8257415739885385
6,03,02,S6_D6,hbo,Noise,0.21280327698562293
6,03,02,S6_D8,hbo,Noise,0.024875638264824317
6,03,02,S7_D6,hbo,Noise,2.491407613320052
6,03,02,S7_D7,hbo,Noise,1.5090069035330964
6,03,02,S8_D7,hbo,Noise,4.029479243639854
6,03,02,S9_D8,hbo,Noise,5.280827514515468
6,03,02,S7_D8,hbo,Noise,2.2321305608502926
6,03,02,S1_D1,hbo,Noise,1.7742659625511634
6,03,02,S2_D1,hbo,Noise,-0.35671831127620973
6,03,02,S3_D1,hbo,Noise,0.911224101595236
6,03,02,S3_D2,hbo,Noise,0.6229270956090157
6,03,02,S12_D1,hbo,Noise,1.2586212029092538
6,03,02,S4_D2,hbo,Speech,0.5399224988771609
6,03,02,S4_D3,hbo,Speech,0.23985080711518075
6,03,02,S5_D2,hbo,Speech,0.6772718813674777
6,03,02,S5_D3,hbo,Speech,-0.2171141058442325
6,03,02,S5_D4,hbo,Speech,-0.03665730546044785
6,03,02,S5_D5,hbo,Speech,-1.8934921811348158
6,03,02,S10_D9,hbo,Speech,0.389066570860338
6,03,02,S10_D10,hbo,Speech,1.2190875152858351
6,03,02,S10_D11,hbo,Speech,0.2842443057217921
6,03,02,S10_D12,hbo,Speech,0.6967225736519485
6,03,02,S11_D11,hbo,Speech,-1.0830045605865075
6,03,02,S11_D12,hbo,Speech,0.3970234408898089
6,03,02,S6_D6,hbo,Speech,-0.04730845823771039
6,03,02,S6_D8,hbo,Speech,0.14196779733976872
6,03,02,S7_D6,hbo,Speech,1.0825368391521677
6,03,02,S7_D7,hbo,Speech,-0.09420457219146113
6,03,02,S8_D7,hbo,Speech,1.6302096724055315
6,03,02,S9_D8,hbo,Speech,2.212657993255835
6,03,02,S7_D8,hbo,Speech,0.9117775106204641
6,03,02,S1_D1,hbo,Speech,1.5939523109182308
6,03,02,S2_D1,hbo,Speech,-1.870865048462781
6,03,02,S3_D1,hbo,Speech,-1.1807185379751568
6,03,02,S3_D2,hbo,Speech,-0.5292389464287081
6,03,02,S12_D1,hbo,Speech,-0.24086853219663984
7,04,01,S4_D2,hbo,Control,-0.1155129462195509
7,04,01,S4_D3,hbo,Control,-0.33222048198730136
7,04,01,S5_D2,hbo,Control,-0.7181926744645954
7,04,01,S5_D3,hbo,Control,0.7466027925255694
7,04,01,S5_D4,hbo,Control,0.4862581499496779
7,04,01,S5_D5,hbo,Control,2.2250063804162523
7,04,01,S10_D9,hbo,Control,2.1272573198274154
7,04,01,S10_D10,hbo,Control,0.29883900304427957
7,04,01,S10_D11,hbo,Control,0.04471946890140912
7,04,01,S10_D12,hbo,Control,-0.4242326556767625
7,04,01,S11_D11,hbo,Control,-0.27761691820682505
7,04,01,S11_D12,hbo,Control,-0.36766776930635364
7,04,01,S6_D6,hbo,Control,-1.2409701765349945
7,04,01,S6_D8,hbo,Control,-0.43802789606127795
7,04,01,S7_D6,hbo,Control,1.7740547740114223
7,04,01,S7_D7,hbo,Control,0.5529545350170455
7,04,01,S8_D7,hbo,Control,0.2697433152454834
7,04,01,S8_D8,hbo,Control,-0.3795671001557594
7,04,01,S9_D8,hbo,Control,0.25576315585820847
7,04,01,S7_D8,hbo,Control,-0.251312400150499
7,04,01,S1_D1,hbo,Control,0.7587424463433119
7,04,01,S2_D1,hbo,Control,0.6374289523697799
7,04,01,S3_D1,hbo,Control,0.6888794707073826
7,04,01,S3_D2,hbo,Control,0.16948189693624388
7,04,01,S12_D1,hbo,Control,1.8738122614624704
7,04,01,S4_D2,hbo,Noise,2.429191157067891
7,04,01,S4_D3,hbo,Noise,2.7432763883299343
7,04,01,S5_D2,hbo,Noise,3.1975099582745994
7,04,01,S5_D3,hbo,Noise,3.6374961217782156
7,04,01,S5_D4,hbo,Noise,3.9873945391699555
7,04,01,S5_D5,hbo,Noise,2.370425403259777
7,04,01,S10_D9,hbo,Noise,3.5708959158666085
7,04,01,S10_D10,hbo,Noise,3.1995003771844686
7,04,01,S10_D11,hbo,Noise,2.720786529754595
7,04,01,S10_D12,hbo,Noise,3.7481636781915544
7,04,01,S11_D11,hbo,Noise,0.9891894216010868
7,04,01,S11_D12,hbo,Noise,-0.7446193412242482
7,04,01,S6_D6,hbo,Noise,-1.194951777917379
7,04,01,S6_D8,hbo,Noise,0.7868924958606813
7,04,01,S7_D6,hbo,Noise,4.593647783869293
7,04,01,S7_D7,hbo,Noise,0.952623945248798
7,04,01,S8_D7,hbo,Noise,-0.28370424237905045
7,04,01,S8_D8,hbo,Noise,-1.6414016738408546
7,04,01,S9_D8,hbo,Noise,0.16165752107905576
7,04,01,S7_D8,hbo,Noise,2.425006077899369
7,04,01,S1_D1,hbo,Noise,1.6109141343874596
7,04,01,S2_D1,hbo,Noise,1.5341173543708782
7,04,01,S3_D1,hbo,Noise,3.0604499821241467
7,04,01,S3_D2,hbo,Noise,3.8336918962702597
7,04,01,S12_D1,hbo,Noise,2.24473135924867
7,04,01,S4_D2,hbo,Speech,1.1232824006631952
7,04,01,S4_D3,hbo,Speech,2.656106667681505
7,04,01,S5_D2,hbo,Speech,1.930052734760498
7,04,01,S5_D3,hbo,Speech,4.1378176324912985
7,04,01,S5_D4,hbo,Speech,2.2354718794613353
7,04,01,S5_D5,hbo,Speech,1.2104217262460106
7,04,01,S10_D9,hbo,Speech,4.5322691272889735
7,04,01,S10_D10,hbo,Speech,4.761166566178675
7,04,01,S10_D11,hbo,Speech,4.028408573790465
7,04,01,S10_D12,hbo,Speech,2.656078899028494
7,04,01,S11_D11,hbo,Speech,0.9179444994673409
7,04,01,S11_D12,hbo,Speech,-0.270493216441215
7,04,01,S6_D6,hbo,Speech,-1.5594373436947853
7,04,01,S6_D8,hbo,Speech,-0.025632027159647193
7,04,01,S7_D6,hbo,Speech,2.7669559058290916
7,04,01,S7_D7,hbo,Speech,0.8352700103996804
7,04,01,S8_D7,hbo,Speech,0.6968349937683457
7,04,01,S8_D8,hbo,Speech,0.638532119098268
7,04,01,S9_D8,hbo,Speech,3.036994274933893
7,04,01,S7_D8,hbo,Speech,1.0616154307757637
7,04,01,S1_D1,hbo,Speech,0.6649370654297434
7,04,01,S2_D1,hbo,Speech,1.3506315860138367
7,04,01,S3_D1,hbo,Speech,1.5832386494052755
7,04,01,S3_D2,hbo,Speech,0.931820769208203
7,04,01,S12_D1,hbo,Speech,1.5483401801360048
8,04,02,S4_D2,hbo,Control,0.7262979026392036
8,04,02,S4_D3,hbo,Control,2.0496065451906
8,04,02,S5_D2,hbo,Control,2.304267539153826
8,04,02,S5_D3,hbo,Control,0.3993258876840134
8,04,02,S5_D4,hbo,Control,1.8629037763151406
8,04,02,S5_D5,hbo,Control,0.07363008690362344
